"#tblds_07_HydrCond.csv: Hydraulic conductivities of geologic materials at the National Crude Oil Spill Fate and Natural Attenuation Research Site near Bemidji, Minnesota, USA in July and August of 1996. These tests were performed on wells using the pneumatic slug-test method or the packer/vacuum slug-test method (as described in Strobel et al., 1998). If the water level in the test well was below the screened interval, had an absence of floating crude oil, and did not have a leaky casing then they were analyzed using the pneumatic method. If the wells did not meet one or more of the pneumatic method requirements, then the packer/vacuum method was used.",,,,,,,,,,,,
"#Data code definitions: refer to the metadata file, HistoricalData_metadata.xml, provided with this data release (https://doi.org/10.5066/P9FJ8I0P) and the data dictionary tables available at https://doi.org/10.5066/F7736PDR.  NOTE: An ""x"" was prepended to the values in the LocalSiteName, parm_cd, and meth_cd fields to prevent automatic truncation of leading 0's in the field by software programs used to open .csv files. Users can format this field as text and then use a ""Find and Replace"" tool to remove the x's if so desired.",,,,,,,,,,,,
dataset_id,LocalSiteName,OrigSiteName,sample_dt,Comments_sample_dt,rep_no,parm_cd,parm_shortname,remark_cd,result_va,meth_cd,pub,Comments
ds_07,x417D,417D,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,7.52E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x417F,417F,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000114,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x418A,418A,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000251,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x418B,418B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,7.23E-06,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x418C,418C,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,5.54E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x418E,418E,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,2.86E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x420B,420B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,6.38E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x420C,420C,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000222,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x503,503,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,3.38E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x504,504,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,9.22E-06,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x505,505,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,na,,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x515B,515B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000199,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x524,524,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,2.94E-06,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x525,525,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,na,,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x526,526,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,1.47E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x529,529V,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,7.04E-05,xLSBW2,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x530A,530AV,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,5.94E-06,xLSBW2,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x530B,530B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,4.87E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x530C,530C,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000251,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x530D,530D,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,6.90E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x532B,532B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000109,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x532C,532C,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000226,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x532D,532D,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000541,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x532E,532E,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000142,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x533B,533B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,9.58E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x533C,533C,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000231,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x607,607,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,8.14E-06,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x702B,702B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000301,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x702C,702C,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,1,x30210,Wtbl_mBLS,,3.39,xWLPTR,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x704,704,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,1.69E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x705,705,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,2.86E-06,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x707B,707B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000302,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x707C,707C,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000276,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x707D,707D,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000333,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x806,806,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000199,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x813,813,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,na,,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x910,910,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,2.83E-06,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x912,912,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,2.19E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x916,916,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,8.98E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x925B,925B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,1,xLS020,HydrCond_ms,,4.92E-06,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x925B,925B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,4.36E-06,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x925B,925B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,3.97E-06,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x957A,957A,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000362,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x9016,9016V,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,4.87E-06,xLSBW2,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x9017,9017,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,4.35E-06,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x9021,9021,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,0.000553,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x9025,9025,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,4.44E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x9026,9026,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,7.99E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x9027,9027,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,2,xLS020,HydrCond_ms,,3.00E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x302,302,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,6.25E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x310B,310B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,2.95E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x310C,310C,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,0.000155,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x310E,310E,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,7.69E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x405B,405B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,0.000196,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x405C,405C,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,0.000217,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x405D,405D,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,0.00093,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x417A,417A,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,0.000174,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x417B,417B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,6.54E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x417D,417D,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,6.67E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x417F,417F,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,0.000118,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x418A,418A,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,0.00019,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x418B,418B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,8.01E-06,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x418C,418C,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,5.13E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x418E,418E,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,2.85E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x420B,420B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,6.18E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x420C,420C,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,0.00019,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x503,503,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,3.24E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x504,504,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,1.24E-05,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x505,505,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,na,,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
ds_07,x515B,515B,8/1/1996,Sample date acccurate to the year and accurate between months (date between July 1 and August 31).,3,xLS020,HydrCond_ms,,0.000184,xLSBW1,"Strobel, M.L., Delin, G.N., Munson, C.J., 1998, Spacial variation in saturation hydraulic conductivity of sediments at a crude-oil spill site near Bemidji, Minnesota: U.S. Geological Survey Water-Resources Investigations Report 98-4053, p. 13. ",
