LocalSiteName,StudySite,LocalUseCode,Comments_UseCode,USGS_siteno,USGS_StationName,LocalSiteCoreSubName,XcoordUTMNAD83_m,YcoordUTMNAD83_m,OnNorthWellTransect,DistanceFromCenterOfNorthOilBody_m,LandSurfaceElevation_mASL_NAVD88,Core_MP_height_m,DateOfConstruction,Comments_DateOfConstruction,TotalBoring/DrillingDepth_mBLS,NameOfContractor,DrillerName,CoringBegan_mBLS,CoringEnded_mBLS,CoreRecoveryLength_m,TopOfCoreElevation_mASL_NAVD88,CoreLengthPounded_m,CoreBarrelType,SubsurfaceCoreZone,FreeProductOilPresentInCore,DrillersFieldComments,Comments_Miscellaneous
xGP53,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP53-1,342736.08,5270914.89,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,6.706,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP53,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP53-2,342736.08,5270914.89,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,6.706,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP53,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP53-3,342736.08,5270914.89,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,6.706,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP53,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP53-4,342736.08,5270914.89,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,6.706,Enbridge Energy/Natural Resources Engineering,unknown,3.658,4.877,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP53,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP53-5,342736.08,5270914.89,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,6.706,Enbridge Energy/Natural Resources Engineering,unknown,4.877,6.096,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP53,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP53-6,342736.08,5270914.89,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,6.706,Enbridge Energy/Natural Resources Engineering,unknown,6.096,6.706,,,0.61,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP54,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP54-1,342756.68,5270941.97,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,6.096,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP54,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP54-2,342756.68,5270941.97,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,6.096,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP54,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP54-3,342756.68,5270941.97,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,6.096,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP54,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP54-4,342756.68,5270941.97,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,6.096,Enbridge Energy/Natural Resources Engineering,unknown,3.658,4.877,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP54,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP54-5,342756.68,5270941.97,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,6.096,Enbridge Energy/Natural Resources Engineering,unknown,4.877,6.096,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP55,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP55-1,342700.87,5270914.63,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,4.877,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP55,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP55-2,342700.87,5270914.63,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,4.877,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP55,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP55-3,342700.87,5270914.63,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,4.877,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP55,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP55-4,342700.87,5270914.63,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,4.877,Enbridge Energy/Natural Resources Engineering,unknown,3.658,4.877,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP56,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP56-1,342691.32,5270926.97,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,4.877,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP56,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP56-2,342691.32,5270926.97,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,4.877,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP56,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP56-3,342691.32,5270926.97,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,4.877,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP56,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP56-4,342691.32,5270926.97,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,4.877,Enbridge Energy/Natural Resources Engineering,unknown,3.658,4.877,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP6,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP6-1,342827.37,5270867.78,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,3.658,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP6,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP6-2,342827.37,5270867.78,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,3.658,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP6,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP6-3,342827.37,5270867.78,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,3.658,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP7,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP7-1,342840.85,5270870.75,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,3.658,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP7,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP7-2,342840.85,5270870.75,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,3.658,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP7,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP7-3,342840.85,5270870.75,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,3.658,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP9,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP9-1,342858.95,5270897.74,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,4.877,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP9,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP9-2,342858.95,5270897.74,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,4.877,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP9,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP9-3,342858.95,5270897.74,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,4.877,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xGP9,Bemidji,tg,test hole with samples collected by a Geoprobe,,,GP9-4,342858.95,5270897.74,,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,4.877,Enbridge Energy/Natural Resources Engineering,unknown,3.658,4.877,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Core location estimated from 1998 Natural Resources Engineering (NRE) report
xP-1M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-1M-1,342762.05,5270962.47,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-1M-2,342762.05,5270962.47,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-1M-3,342762.05,5270962.47,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-1M-4,342762.05,5270962.47,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,3.658,4.877,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-1M-5,342762.05,5270962.47,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,4.877,6.096,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-1M-6,342762.05,5270962.47,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,6.096,7.315,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,x473425095052402,P01N      147N35W02CDAC  01,P-1N-1,342822.77,5271041.15,0.0,,432.511,0.0,20011001.0,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,432.511,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,x473425095052402,P01N      147N35W02CDAC  01,P-1N-2,342822.77,5271041.15,0.0,,432.511,0.0,20011001.0,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,431.292,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,x473425095052402,P01N      147N35W02CDAC  01,P-1N-3,342822.77,5271041.15,0.0,,432.511,0.0,20011001.0,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,430.073,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,x473425095052402,P01N      147N35W02CDAC  01,P-1N-4,342822.77,5271041.15,0.0,,432.511,0.0,20011001.0,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,3.658,4.877,,428.853,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,x473425095052402,P01N      147N35W02CDAC  01,P-1N-5,342822.77,5271041.15,0.0,,432.511,0.0,20011001.0,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,4.877,6.096,,427.634,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,x473425095052402,P01N      147N35W02CDAC  01,P-1N-6,342822.77,5271041.15,0.0,,432.511,0.0,20011001.0,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,6.096,7.315,,426.415,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,x473425095052402,P01N      147N35W02CDAC  01,P-1N-7,342822.77,5271041.15,0.0,,432.511,0.0,20011001.0,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,7.315,8.534,,425.196,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1N,Bemidji,tg,test hole with samples collected by a Geoprobe,x473425095052402,P01N      147N35W02CDAC  01,P-1N-8,342822.77,5271041.15,0.0,,432.511,0.0,20011001.0,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,8.534,9.754,,423.977,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1S,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-1S-1,342841.03,5270889.71,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1S,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-1S-2,342841.03,5270889.71,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-1S,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-1S-3,342841.03,5270889.71,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-2M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-2M-1,342766.77,5270946.58,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-2M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-2M-2,342766.77,5270946.58,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-2M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-2M-3,342766.77,5270946.58,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-2M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-2M-4,342766.77,5270946.58,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,3.658,4.877,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-2M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-2M-5,342766.77,5270946.58,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,4.877,6.096,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-2S,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-2S-1,342841.39,5270912.98,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-2S,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-2S-2,342841.39,5270912.98,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-2S,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-2S-3,342841.39,5270912.98,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-3M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-3M-4,342742.25,5270944.25,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,3.658,4.877,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-3M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-3M-5,342742.25,5270944.25,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,4.877,6.096,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-3M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-3M-1,342742.25,5270944.25,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-3M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-3M-2,342742.25,5270944.25,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-3M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-3M-3,342742.25,5270944.25,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-3S,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-3S-1,342810.85,5270901.44,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-3S,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-3S-2,342810.85,5270901.44,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-3S,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-3S-3,342810.85,5270901.44,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-3S,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-3S-4,342810.85,5270901.44,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,3.658,4.877,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-4M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-4M-1,342727.12,5270935.66,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-4M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-4M-2,342727.12,5270935.66,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-4M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-4M-3,342727.12,5270935.66,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-4M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-4M-4,342727.12,5270935.66,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,3.658,4.877,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-4M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-4M-5,342727.12,5270935.66,0.0,,,0.0,,Installation date unknown; sometime in 1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,4.877,6.096,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-5M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-5M-1,342703.54,5270926.24,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,0.0,1.219,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-5M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-5M-2,342703.54,5270926.24,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,1.219,2.438,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-5M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-5M-3,342703.54,5270926.24,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,2.438,3.658,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-5M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-5M-4,342703.54,5270926.24,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,3.658,4.877,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
xP-5M,Bemidji,tg,test hole with samples collected by a Geoprobe,,,P-5M-5,342703.54,5270926.24,0.0,,,0.0,,Installation date unknown; sometime in  1998 as published in NRE 1998 Report,,Enbridge Energy/Natural Resources Engineering,unknown,4.877,6.096,,,1.219,unknown,see geology description in NRE 1998 report,See NRE 1998 Report and tblGeology,,Remediation observation well
