"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Identifying Lower Viscosity Intervals within Heavy Oil Accumulations","https://scispace.com/paper/identifying-lower-viscosity-intervals-within-heavy-oil-3fj9gsbujx","2010","Proceedings Article","","Mark McCaffery
Kate S. Weissenburger","10.3997/2214-4609.20144625","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses geochemical analysis of side wall cores to identify lower viscosity zones in heavy oil, but does not employ LMMs or discuss model diagnostics.","In heavy oil accumulations, vertical variations in oil producibility are controlled by (1) vertical variations in reservoir porosity/permeability, and (2) vertical variations in oil viscosity. Unfortunately, due to perceived difficulties in quantifying oil viscosity, development strategies often focus solely on the reservoir rock properties. Such development strategies are not acceptable. Identifying zones of lower viscosity oil is critical to efficient field development, and geochemical analysis of Side Wall Cores (SWC) can yield the needed viscosity information."
"A new model for predicting the viscosity of heavy oil","https://scispace.com/paper/a-new-model-for-predicting-the-viscosity-of-heavy-oil-12xadqbjol","2016","Journal Article","Petroleum Science and Technology","Yonghui Liu
Shuqiang Shi
Yongqing Wang
Jiang Xie
Gang Xie","10.1080/10916466.2016.1169291","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a Simplex‑based model to predict heavy‑oil viscosity; does not employ linear mixed‑effects models, nor discuss multicollinearity, VIF, intraclass correlation, or REML.","Models of heavy oil viscosity are considered as a function of temperature and API gravity in literature at home and abroad, and the API gravity is measured under the condition of 20°C, but without considering the effect of temperature on the API and colloid asphalt content in heavy oil. A total of 197 data points from 41 samples of Huabei oilfield are tested from previous studiesand five other heavy oil viscosity models, and the calculation value is much less than the measured value. The new prediction model of heavy oil viscosity is established by Simplex Method and the General Global Optimization Method. The new model takes into account the temperature, API, colloid asphalt, and the influence of temperature on API. Using the new model to predict the viscosity of heavy oil samples of Huabei oilfield, the average relative error of 3.36%, mean absolute error of 7.61%. The new prediction model is precise than other eight models, calculated values and measured values coincide when degree is higher."
"Longitudinal Mixed-Effects Modelling of PAH Temporal Accumulation in Mangrove Chikoko Soils Under Continued Artisanal Crude Oil Refining in the Niger Delta …","https://scispace.com/paper/W9V2xKC_ovEJ","","","","IC Howard
KE Okpara","","https://journals.ipsintelligentsia.com/environmental-science/index.php/ipmesc/article/download/35/34","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses longitudinal LME to model PAH accumulation in mangrove soils, but lacks viscosity prediction, heavy‑oil context, and detailed model diagnostic discussion.",""
"Correlating the Chemical and Physical Properties of a Set of Heavy Oils from around the World","https://scispace.com/paper/correlating-the-chemical-and-physical-properties-of-a-set-of-3tsfdxbv8m","2008","Journal Article","Fuel","Amy Hinkle
Eun-Jae Shin
Matthew W. Liberatore
Andrew M. Herring
Michael Batzle","10.1016/J.FUEL.2008.04.018","https://inside.mines.edu/UserFiles/File/CRA/2008/FuelHinkle2007_R_Final%208Mar08.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses pyrolysis‑MBMS data to build a PLS model linking chemistry to heavy‑oil viscosity, but does not employ LMMs or discuss model diagnostics.",""
"From Molecular Weight And Nmr Relaxation To Viscosity: An Innovative Approach For Heavy Oil Viscosity Estimation For Real-Time Applications","https://scispace.com/paper/from-molecular-weight-and-nmr-relaxation-to-viscosity-an-3qkkvbl36e","2010","Journal Article","Petrophysics","Ridvan Akkurt
Douglas J. Seifert
Ramsin Y. Eyvazzadeh
Talal M. Al-Beaiji","","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses NMR and molecular weight to estimate heavy‑oil viscosity, but provides no linear mixed‑effects modeling or statistical diagnostics.","Vertical and lateral viscosity variations in heavy oil reservoirs must be accurately understood for proper reserve assessment, well placement, reservoir simulation and well-test interpretation. Well-logs must be used to determine viscosity trends in the absence of a-priori information or direct viscosity measurements. This paper introduces a novel approach to estimate in-situ heavy oil viscosity using triple-combo and NMR logs. Three components, each with a distinct characteristic NMR relaxation time range and a specific molecular weight, are used to define the heavy oil phase. An empirical transform, built from a database of live oil samples collected in heavy oil reservoirs, is used to compute macroscopic viscosity from the relative volume fractions of the constituents. Case histories presented demonstrate the utility of the methodology in complex carbonate environments. The results clearly show that proper characterization of a heavy oil reservoir requires viscosity information, and interpretations based solely on mobility may have limited success. The case histories also highlight that actual viscosity distributions in heavy oil reservoirs can be quite different from the simple models often used to describe them."
"Radial-basis-function-based nuclear magnetic resonance heavy oil viscosity prediction model for a Kuwait viscous oil field","https://scispace.com/paper/radial-basis-function-based-nuclear-magnetic-resonance-heavy-3px1pjj7dh","2016","Journal Article","Interpretation","Khalid Ahmad
Faisal Hassan
Prasanta Kumar Mishra
Waleed Al-Khamees
Wei Shao
Songhua Chen
Magdalena Traico Sandor
Yuesheng Cheng","10.1190/INT-2015-0121.1","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses radial-basis-function model to predict heavy oil viscosity from NMR relaxation data; does not employ LMMs or report diagnostic statistics.","Characterizing heavy oil viscosity by nuclear magnetic resonance (NMR) relaxation time (T1 and T2) measurements is much more challenging than characterizing light oil viscosities. Crude oils contain a wide range of hydrocarbons, resulting in broad T1 and T2 distributions that vary with the oil composition. Most often, a single geometric mean value T1,gm or T2,gm is correlated with the crude oil viscosity, which cannot accurately account for the inherent complexity of the oil constituent information. Furthermore, as the viscosity increases, some of the protons in the oil relax too quickly to be observable by logging or laboratory NMR instruments. This results in deficiencies of relaxation time and signal amplitude that give rise to apparent T1 and T2 distributions (T1,app and T2,app) and apparent hydrogen index (HIapp). Using T1,app and T2,app distributions in NMR viscosity models could produce erroneous heavy oil viscosity estimations. Several attempts have been made to overcome these challenges b..."
"Application of chemometric and experimental tools for monitoring processes of industrial","https://scispace.com/paper/B9ZN9UpZEDcJ","","","","K Sivaramakrishnan","","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses factors affecting viscosity of Athabasca bitumen, but lacks LMM usage, heavy‑oil reservoir focus, and model diagnostic analysis.",""
"The Impact of Oil Viscosity Heterogeneity on Production Characteristics of Heavy Oil and Tar Sand(HOTS) Reservoirs Part III: The Origin of Highly Non Linear Oil Viscosity Gradients and the Design of Geotailored Recovery Processes Suitable for such Compositionally Graded Reservoirs","https://scispace.com/paper/the-impact-of-oil-viscosity-heterogeneity-on-production-5cc6sgxnmf","2007","","","Steve Larter
Jennifer D. Adams
Ian D. Gates","","https://www.searchanddiscovery.com/abstracts/html/2013/90168cspg/abstracts/ndx_larter.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Discusses biodegradation‑driven viscosity gradients in heavy oil/tar sand reservoirs, but provides no linear mixed‑effects modeling or diagnostic analysis.","The world oil inventory is dominated by heavy oils and tar sand (HOTS) bitumens generated almost entirely by the process of biodegradation. This process is a biologically-driven, complex reactive diffusion-dominated in-reservoir oil alteration process that occurs under anaerobic conditions (Aitken et al., 2004) driven by oil-water reactions, usually at the oil column base producing methane and heavy oil as by-products (Head et al, 2003). Because large volumes of lighter hydrocarbon components are consumed by the biological process at the oil-water contact or transition zone, significant vertical and lateral gradients in oil composition and thus oil viscosity result (Larter et al., 2003,2006a,b). The ultimate controls on the increase of oil alteration and thus viscosity rise are related to the oil charge composition and charge rate history (Adams et al., 2006), mixing of fresh and biodegraded oils and diffusion of oil components (Koopmans et al., 2002), the extent of the water leg in the reservoir and nutrient supply, and the reservoir temperature history (Larter et al., 2003; 2006a). Temperature ultimately controls the survival of microrganisms in the subsurface with reservoir pasteurisation at 80 C and above (Wilhelms et al., 2001)."
"Determinação da viscosidade de petróleos de origem brasileira e canadense por meio de técnicas de ressonância magnética nuclear, aplicando análise de estatística multivariada","https://scispace.com/paper/determinacao-da-viscosidade-de-petroleos-de-origem-xyivc8zl9z","2015","","","Ramon Costa Gomes","","https://scispace.com/pdf/determinacao-da-viscosidade-de-petroleos-de-origem-xyivc8zl9z.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses PLSR on NMR T2 data to predict viscosity of Brazilian and Canadian crude oils, including heavy grades, but does not employ linear mixed-effects models or provide model diagnostics such as VIF or REML.","This paper approaches about the application of multivariate statistical data analysis techniques in order to predict crude oil viscosity from data of transverse relaxation (T2) Nuclear Magnetic Resonance (NMR). 
The study uses a set of 111 samples of crude oils, ranging from light to extra-heavy oils from several Brazilian and Canadian petroleum reservoirs. The viscosity of the samples varies from 10 cP to 10,500,000 cP (1.01 log cP to 7.02 log cP) which contributes fitting a model to predict viscosity in a wider range. 
NMR spectrometer operating at 2MHz measures the transverse relaxation times for hydrogen (H1) of each sample. From the distribution of T2 relaxation time, a regression model performs by partial least squares regression (PLSR) predicts the viscosity of the oil. The use of a wider viscosity range ensures the robustness model and does not restrict its application in certain ranges of viscosities, as found in most recognized works on the subject. 
It should be highlighted that the samples of crude oils from Brazil and from Canada, result on a model that showed an error about 33.5% and good accuracy for prediction of viscosity, although there are considerable differences in the chemical compositions of the oils derived from Brazil and Canada. 
Finally, there is a need for further studies in order to improve segmented models, for example, by API and, consequently, new models able to predict viscosity in a reliable way to the oil industry."
"Development of a Thermodynamic Model For Wax Precipitation in Produced Crude Oil--Case Study of Hydrocarbon Fluid From Niger-Delta, Nigeria","https://scispace.com/paper/g4M6JKik4qYJ","","","","OM Akinyede","","https://repository.aust.edu.ng/xmlui/bitstream/handle/123456789/5040/Akinyede%20Opeyemi.pdf?sequence=1&isAllowed=y","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Develops a thermodynamic wax precipitation model for Niger‑Delta crude; only mentions viscosity plotting, no mixed‑effects modeling or detailed diagnostics.",""
"Predicting heavy oil viscosity from well logs","https://scispace.com/paper/predicting-heavy-oil-viscosity-from-well-logs-413h2tosil","2016","","","Eric A. Rops
Laurence R. Lines","","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses well logs to estimate heavy‑oil viscosity but does not employ linear mixed‑effects models, lacks geochemical integration, and provides no model diagnostics.","Summary Viscosity is a critical parameter in selecting the best recovery method to exploit a heavy oil or oil sands reservoir. While heavy oil viscosities can be measured in the lab from well samples, it would be very useful to have a method to reliably estimate heavy oil viscosity from well logs. Donor Company has generously provided viscosity data from their Athabasca North and Athabasca South oil sands development projects, with multiple measurements per well. Multi-attribute analysis enables a target attribute (viscosity) to be predicted using other known attributes (the well logs). In the Athabasca North area, P-wave sonic and Density porosity were used to predict viscosity with an average validation error of 147,000 cP, or 19% of the total viscosity range. In the Athabasca South area, medium resistivity, gamma ray, and P-wave sonic were used to predict viscosity with an average validation error of only 70,000 cP, or 13% of the total viscosity range."
"Sensitivity Analysis, Calibration and Uncertainty Quantification for Heavy Oil Viscosity Estimates with a Corresponding States Model","https://scispace.com/paper/sensitivity-analysis-calibration-and-uncertainty-vpguwdy5gq","2020","Posted Content","ChemRxiv","Diego Volpatto
Lucas Oliveira
Sofia Bittencourt
Danilo Fernandes da Silva
Edson Manoel
Vinicius Girardi","10.33774/CHEMRXIV-2021-9KNVM-V2","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses Bayesian calibration and sensitivity analysis to predict heavy‑oil viscosity, but does not employ linear mixed‑effects models or discuss multicollinearity, VIF, intraclass correlation, or REML estimation.","The main goal of this work is to assess heavy oil
viscosity estimates by a Corresponding States
Principle (CSP) model using a Bayesian approach in an efficient way. To determine and select relevant parameters for model calibration,
an enhanced Elementary Effects method is used
to evaluate sensitivity measures of CSP tuning
parameters. With the combination of sensitivity analysis and Bayesian calibration, a unified
procedure to automatically tune CSP viscosity
model while reducing the number of tuning parameters is devised. Moreover, the Bayesian approach provides additional information on CSP
model uncertainties and credible regions inherited from experimental data. To evaluate such
uncertainties in CSP viscosity model, it was
used five heavy oil samples available in the literature. The viscosity curves constructed by
50th-percentile from Monte Carlo realizations
for the CSP calibration show good agreement
when compared with classical Least-Squares regression (deterministic), demonstrating the potential of the sensitivity assessment for both
Bayesian and deterministic approaches. However, when Bayesian calibration is used, limitations of CSP viscosity estimates are detected
through violation of credible regions, suggesting that heavy oil viscosity estimates for relatively low pressure conditions can be insufficiently accurate for the CSP model considered
in this study."
"Phase Behavior, Solid Organic Precipitation, and Mobility Characterization Studies in Support of Enhanced Heavy Oil Recovery on the Alaska North Slope","https://scispace.com/paper/phase-behavior-solid-organic-precipitation-and-mobility-4sp1ttgopk","2008","Report","","Shirish Patil
Abhijit Dandekar
Santanu Khataniar","10.2172/963365","https://scispace.com/pdf/phase-behavior-solid-organic-precipitation-and-mobility-4sp1ttgopk.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Predicts heavy‑oil viscosity using EOS and semi‑empirical models, but provides no linear mixed‑effects modeling or statistical diagnostics such as VIF or REML.","The medium-heavy oil (viscous oil) resources in the Alaska North Slope are estimated at 20 to 25 billion barrels. These oils are viscous, flow sluggishly in the formations, and are difficult to recover. Recovery of this viscous oil requires carefully designed enhanced oil recovery processes. Success of these recovery processes is critically dependent on accurate knowledge of the phase behavior and fluid properties, especially viscosity, of these oils under variety of pressure and temperature conditions. This project focused on predicting phase behavior and viscosity of viscous oils using equations of state and semi-empirical correlations. An experimental study was conducted to quantify the phase behavior and physical properties of viscous oils from the Alaska North Slope oil field. The oil samples were compositionally characterized by the simulated distillation technique. Constant composition expansion and differential liberation tests were conducted on viscous oil samples. Experiment results for phase behavior and reservoir fluid properties were used to tune the Peng-Robinson equation of state and predict the phase behavior accurately. A comprehensive literature search was carried out to compile available compositional viscosity models and their modifications, for application to heavy or viscous oils. With the help of meticulously amassed new medium-heavy oil viscosity data frommore » experiments, a comparative study was conducted to evaluate the potential of various models. The widely used corresponding state viscosity model predictions deteriorate when applied to heavy oil systems. Hence, a semi-empirical approach (the Lindeloff model) was adopted for modeling the viscosity behavior. Based on the analysis, appropriate adjustments have been suggested: the major one is the division of the pressure-viscosity profile into three distinct regions. New modifications have improved the overall fit, including the saturated viscosities at low pressures. However, with the limited amount of geographically diverse data, it is not possible to develop a comprehensive predictive model. Based on the comprehensive phase behavior analysis of Alaska North Slope crude oil, a reservoir simulation study was carried out to evaluate the performance of a gas injection enhanced oil recovery technique for the West Sak reservoir. It was found that a definite increase in viscous oil production can be obtained by selecting the proper injectant gas and by optimizing reservoir operating parameters. A comparative analysis is provided, which helps in the decision-making process.« less"
"System and Method for Predicting Viscosity of Heavy Oil Formations","https://scispace.com/paper/system-and-method-for-predicting-viscosity-of-heavy-oil-3aamlt9jdq","2017","Patent","","Anand Vivek","","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses downhole NMR to predict heavy oil viscosity, but lacks linear mixed-effects modeling and any diagnostic analysis.","This disclosure describes systems and methods to predict viscosity of heavy oil in a geological formation, even when the geological formation also contains water such as clay-bound water, using a downhole nuclear magnetic resonance (NMR) tool. The downhole NMR tools may obtain responses include distributions of a first relaxation time T1, a second relaxation time T2, or diffusion, or a combination of these. The responses of the NMR measurements that are due to water are separated from the responses of the NMR measurements that are due to heavy oil. The responses of the NMR measurements due to heavy oil are then related to likely values of viscosity of the heavy oil based on empirical or simulated measurements."
"Prediction of Heavy-Oil Viscosities With a Simple Correlation Approach","https://scispace.com/paper/prediction-of-heavy-oil-viscosities-with-a-simple-43u39mz5e0","2014","Journal Article","Oil and gas facilities","Alireza Bahadori
Mahdi Mahmoudi
Alireza Nouri","10.2118/157360-PA","https://scispace.com/pdf/prediction-of-heavy-oil-viscosities-with-a-simple-43u39mz5e0.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a simple temperature‑based correlation to estimate heavy‑oil viscosity; does not employ linear mixed‑effects models, nor discuss multicollinearity, VIF, intraclass correlation, or REML diagnostics.","Summary Heavy-oil development is becoming increasingly important be- cause of the continuous decline in conventional-oil production. For heavy-oil reservoirs, the oil viscosity usually varies dramatically during production processes such as in thermal processes. When producing heavy oil, the high viscosity is a major impediment to recovery. Oil viscosity is often correlated directly to the reserves estimate in heavy-oil formations and can determine the success or failure of a given enhanced-oil-recovery scheme. As a result, viscosity is an important parameter for performing numerical simulation and determining the economics of a project. In this work, a simple-to-use correlation has been developed to correlate the viscosity of heavy oil to temperature and to a simple correlating parameter that can be used for heavy-oil characteriza- tion. The reported results are the product of the analysis of heavy- oil data collected from the open literature for various heavy-oil fields around the world. The tool developed in this study can be of immense practical value for petroleum engineers, providing a method for quick assessment of the viscosity of heavy oils. In par- ticular, petroleum and production engineers would find the pro- posed correlation to be user-friendly, with transparent calculations involving no complex expressions. The new proposed correlation shows consistently accurate results. This consistency could not be matched by any of the widely accepted existing correlations within the investigated range. For all conditions, the new correlation provided better results than existing correlations in the literature."
"Viscosity Modeling and Prediction of Reservoir Fluids: From Natural Gas to Heavy Oils","https://scispace.com/paper/viscosity-modeling-and-prediction-of-reservoir-fluids-from-42zcjrdu50","2004","Journal Article","International Journal of Thermophysics","Sergio E. Quiñones-Cisneros
Claus K. Zéberg-Mikkelsen
A. Baylaucq
Christian Boned","10.1007/S10765-004-5743-Z","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Predicts heavy‑oil reservoir fluid viscosity using f‑theory, but provides no linear mixed‑effects modeling or statistical diagnostics such as VIF or REML.","Viscosity and density are key properties for the evaluation, simulation, and development of petroleum reservoirs. In previous work, the friction theory (f-theory) models have already been shown capable of providing simple but accurate viscosity modeling results of petroleum reservoir fluids with molar masses up to around 200 g · mol−1. As a base, the f-theory approach requires a compositional characterization procedure to be used in conjunction with a van der Waals type of equation of state (EOS). This is achieved using simple cubic EOS, which are widely used within the oil industry. In this work, the f-theory approach is further extended to the viscosity modeling of heavy reservoir fluids with viscosities up to thousands of mPa · s. Essential to the extended approach presented here is the achievement of accurate pvT results for the EOS characterized fluid. In particular, it has been found that for accurate viscosity modeling of heavy oils, a compressibility correction in the way the EOS is coupled to the viscosity model is required. With the approach presented in this work, the potential of the f-theory for viscosity modeling of reservoir fluids is extended to practically all kind of reservoir fluids, from light ones to heavy ones. Additionally, the approach has been completed with an accurate density modeling scheme."
"An improved viscosity prediction model of extra heavy oil for high temperature and high pressure","https://scispace.com/paper/an-improved-viscosity-prediction-model-of-extra-heavy-oil-1wp9a9gf","2022","Journal Article","Fuel","Fayang Jin
Tingting Jiang
Chengdong Yuan
Mikhail A. Varfolomeev
Fei Wan
Yue Zheng
Xiaowei Li","10.1016/j.fuel.2022.123852","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses a compositional-based model to improve heavy oil viscosity prediction at high temperature and pressure, but does not employ LMMs, geochemistry context, or model diagnostic analyses.",""
"Predicting heavy oil and bitumen viscosity from well logs and calculated seismic properties","https://scispace.com/paper/predicting-heavy-oil-and-bitumen-viscosity-from-well-logs-4adaizgec4","2017","Dissertation","","Eric Rops","10.5072/PRISM/27402","https://ucalgary.scholaris.ca/bitstreams/bb5d3ad1-1e82-4008-9ccb-7800727f51ec/download","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Predicts heavy oil viscosity from well logs and seismic data, but lacks linear mixed-effects models, geochemical integration, and model diagnostic discussion.",""
"Viscosity modeling of solvent-water-heavy oil/bitumen systems at high pressures and elevated temperatures","https://scispace.com/paper/viscosity-modeling-of-solvent-water-heavy-oil-bitumen-49lzey0iei","2024","Journal Article","","Bingge Hu
Daoyong Yang","10.2118/219354-ms","https://uregina.scholaris.ca/bitstreams/cfcee2da-2e91-434e-b3dc-13d5a9c7809b/download","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses PR EOS to predict viscosity of solvent‑water‑heavy oil mixtures for reservoir simulation, but provides no linear mixed‑effects models or diagnostic analyses.","
 This work presents a new framework for quantifying the viscosity of a solvent-water-heavy oil/bitumen system as a function of thermal energy, solvent dissolution, and water concentration, respectively. By collecting experimental measurements in a pressure range of 0.9 to 5.0 MPa and a temperature range of 298.2 to 463.3 K, the Peng-Robinson equation of state (PR EOS) together with modified alpha functions respectively for hydrocarbons and water as well as binary interaction parameters (BIPs) has been integrated to quantify the aqueous/liquid/vapor (ALV) and LV phase equilibria. By treating heavy oil/bitumen as either a single pseudocomponent (PC) or multiple PCs, such a framework, along with the volume translation (VT) strategy, effective density, and six mixing rules, successfully reproduces the experimentally measured viscosity from 0.7-566.0 mPa•s with an accuracy of 41.1%, 10.2%, 26.3%, 36.4%, 47.2%, and 47.3% (1 PC) and 30.2%, 9.1%, 19.3%, 35.5%, 40.0%, and 30.1% (4 PCs), respectively. Adding water to a solvent-heavy oil/bitumen mixture can either increase or decrease its viscosity, mainly depending on thermal energy and solvent dissolution. Water concentration in feed plays a crucial role on the mixture viscosity at LV equilibria other than ALV equilibria. Heavier solvents are found to have a superior capacity for diluting heavy oil/bitumen at the same solvent concentration, and water has the same ability for reducing mixture viscosity when it is in liquid phase. At a higher temperature, water as a vapour shows its better ability in diluting heavy oil/bitumen than some solvents (e.g., CO2 and C3H8). Such a newly proposed framework makes it possible to not only dynamically and accurately predict the viscosity for the aforementioned mixtures under various conditions, but also seamlessly integrate it with any reservoir simulators for accurately evaluate and optimize the performance of a hybrid solvent-steam process in a given heavy oil reservoir."
"Viscosity Modeling of Solvent-Heavy Oil/Bitumen Systems at High Pressures and Elevated Temperatures","https://scispace.com/paper/viscosity-modeling-of-solvent-heavy-oil-bitumen-systems-at-ss0dtcietal4","2024","Journal Article","","Bingge Hu
Daoyong Yang","10.1115/omae2024-125089","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses PR EOS and mixing rules to predict viscosity of solvent‑heavy oil/bitumen mixtures for reservoir simulation; does not employ linear mixed‑effects models or provide statistical diagnostics.","
 This work presents a novel framework for reproducing the measured viscosity of solvent-heavy oil/bitumen systems by integrating the Peng-Robinson equation of state (PR EOS) with binary interaction parameters (BIPs) and modified alpha functions. The oil samples are treated as either as a single pseudocomponent (PC) or multiple PCs. Also, the six most common mixing rules (i.e., Arrhenius’ mixing rule, Cragoe’s mixing rule, double-log mixing rule, Lobe’s mixing rule, power law mixing rule and Shu’s mixing rule) have been evaluated and compared. By adopting the effective density concept, the volume-based power law, weight-based power law, and weight-based Cragoe’s mixing rules reproduce the measured viscosity from 4.3–15000.0 mPa·s within the pressure and temperature range from 1.1 to 10.9 MPa and from 287.9 to 463.4 K. When utilizing one PC, the overall absolute average relative deviation (AARD) for viscosity prediction is found to be 16.0%, 16.5%, and 29.4% for the aforementioned mixing rules. When utilizing four PCs, the AARDs decrease to 13.9%, 14.8%, and 19.3% for the same mixing rules. It is evident that such framework has ability to predict solvent-heavy oil mixture viscosity reasonably accurate under various conditions, while it can be easily incorporated into any reservoir simulators within a given reservoir."
"Crude-oil hydrocarbon composition characteristics and oil viscosity prediction in the northern Songliao Basin","https://scispace.com/paper/crude-oil-hydrocarbon-composition-characteristics-and-oil-ctcjki8ajy","2014","Journal Article","Science China-earth Sciences","JuHe Zhang
ZiHui Feng
Wei Fang
Huo Qiuli
Zhang Kun
Jingkun Li
Zeng Huasen
Zhang Bowei","10.1007/S11430-013-4656-8","https://www.sciengine.com/doi/pdf/e4e023a884504afd97c42fd438a476ed","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes crude oil composition with GC×GC and predicts viscosity of heavy oil samples, but provides no evidence of linear mixed-effects models or diagnostic assessments.","Crude oil hydrocarbon composition characteristics and oil viscosity prediction are important bases in petroleum exploration. A total of 54 oil/heavy-oil samples and 17 oil sands were analyzed and quantified using both comprehensive 2D gas chromatography (GC×GC) and comprehensive 2D gas chromatography/time-of-flight mass spectrometry (GC×GC/TOFMS). The results show that crude oil in the West slope is mainly heavy oil and its hydrocarbon composition is characterized overall by paraffins > mono-aromatics > naphthenes > non-hydrocarbons > di-aromatics > tri-aromatics > tetra-aromatics. Aromatics are most abundant and non-hydrocarbons are least abundant, whilst content differences among paraffins, naphthenes, aromatics, and non-hydrocarbons are less than 15%. There are two types of heavy oil, secondary type and mixing type. Biodegradation is the main formation mechanism of heavy oil. Biodegradation levels cover light biodegradation, moderate biodegradation, and severe biodegradation. With increasing biodegradation, paraffin content decreases while contents of aromatics and non-hydrocarbons increase. In contrast, naphthene content increases first and then decreases with increasing biodegradation. In severe biodegradation stage, naphthenes decrease more quickly than aromatics and non-hydrocarbons. This provides a new method for studying oil/heavy-oil biodegradation mechanism and biodegradation resistance of different hydrocarbons at different biodegradation stages. In the Longhupao-Daan terrace and Qijia-Gulong depression, most crude oil is conventional oil. Its composition is dominated by paraffins with the lowest content of aromatics. In some casual oil wells from the Longhupao-Daan terrace, crude oil from Saertu oil reservoirs is moderately biodegraded whereas crude oil from Putaohua oil reservoir is lightly biodegraded. Chemical parameters using saturate hydrocarbons and aromatics are usually not suitable for determining organic type and thermal maturity of biodegraded oil, especially of moderately or severely biodegraded oil, whilst Ts/(Ts+Tm) ratio can be used to determine thermal maturity of both conventional crude oil and heavy oil."
"Geological and geochemical studies of heavy oil reservoirs in China","https://scispace.com/paper/geological-and-geochemical-studies-of-heavy-oil-reservoirs-4rz8vyl650","1989","Journal Article","Chinese Journal of Geochemistry","Hu Jianyi
Xu Shubao
Cheng Keming","10.1007/BF02837838","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Describes heavy oil viscosity characteristics but lacks predictive modeling, linear mixed-effects analysis, or any diagnostic discussion.","Thickened heavy oils in China are genetically characteristic of continental fades. As to their physico-chemical properties, these oils are very high in viscosity and low in sulphur and trace element contents. In the group constituents, the concentrations of non-hydrocarbons and asphaltene are very high but those of saturated hydrocarbons and aromatics are very low. The gas chromatograms of alkanes show that these heavy oils have high abundances of iso - alkanes and cyclic hydrocarbons. In all the steroids and terpenoids, bicyclic sesquiterpenoids, tricyclic diterpenoids, re - arranged steranes and gammacerane are strongly biodegradation - resistent. The formation of heavy oil reservoirs is controlled mainly by late basin ascendance, biodegradation, flushing by meteoric water and oxidation in the oil - bearing formations. According to their formation mechanisms, heavy oil reservoirs can be classified as four categories: weathering and denudation, marginal oxidation, secondary migration and thickening of bottom water. Spatially, heavy thick oil reservoirs are distributed regularly: they usually show some paragenetic relationships with normal oil reservoirs. Heavy oil reservoirs often occur in structural highs or in overlying younger strata. Their burial depth is about 2000m. Horizontally, most of them are distributed on the margins of basins or depressions."
