"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Entropy generation and exergy destruction analyses for vapour compression refrigeration system with various refrigerants","https://scispace.com/paper/entropy-generation-and-exergy-destruction-analyses-for-1pjnaph0nz","2019","Journal Article","","Ankur Geete
Mamta Sharma
Pranjal Shrimali","10.1007/S42452-019-0798-4","https://scispace.com/pdf/entropy-generation-and-exergy-destruction-analyses-for-1pjnaph0nz.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy‑Stodola equation for entropy generation; otherwise focuses on refrigeration system exergy, not heavy‑oil biodegradation or related topics.","In this experimental work, entropy generation minimization and exergy destruction minimization concepts have been applied on vapour compression refrigeration system. For that, entropy generations and exergy destructions have been found for each component of vapour compression refrigeration system; compressor, condenser, expansion device and evaporator, and also for whole system at different time intervals with various refrigerants. Refrigerants R134a, R600a, 95%R134a + 5%R290, 90%R134a + 10%R290, 85%R134a + 15%R290 and 85%R134a + 15%R152a blend refrigerants have been chosen for this experimental research work. Percentages increments/decrements for the entropy generations and exergy destructions have also been calculated to find best conditions and refrigerant, with developed computer software which eliminate hectic calculations and human mistakes. Minimum entropy generation (i.e. 533.64 J/kgK) and exergy destruction (i.e. 160090.8 J/kg) for the system have been found for R134a, and componentwise least entropy generations and exergy destructions have also been obtained with R134a but it affects environment. After this experimental work, 85%R134a + 15%R290 blend or R600a refrigerants have been recommended for refrigeration systems because of least percentage increments for entropy generation and exergy destruction. R134a as refrigerant is generally used in the refrigerating systems but it has high global warming potential (1430 GWP), so it should be replaced by alternative eco-friendly refrigerant and R600a is favourable which has zero ozone depletion potential and least global worming potential."
"Comparação termodinâmica e ambiental (emissões de CO2) das rotas de produção e utilização de combustíveis veiculares derivados de petróleo e gás natural, biocombustíveis, hidrogênio e eletricidade (veículos elétricos).","https://scispace.com/paper/comparacao-termodinamica-e-ambiental-emissoes-de-co2-das-4ytwoymbws","2014","Dissertation","","Daniel Alexander Flórez-Orrego","10.11606/D.3.2014.TDE-23122014-154428","https://scispace.com/pdf/comparacao-termodinamica-e-ambiental-emissoes-de-co2-das-4ytwoymbws.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions exergy balances and Gouy‑Stodola theorem, but lacks any discussion of heavy‑oil biodegradation, reservoir abandonment, biomarkers, or viscosity effects.",""
"Evaluating the Gouy-Stodola Theorem in Classical Mechanic Systems: A
  Study of Entropy Generation","https://scispace.com/paper/evaluating-the-gouy-stodola-theorem-in-classical-mechanic-28tbq1r5","2022","Posted Content","","","10.48550/arxiv.2206.09715","https://scispace.com/pdf/evaluating-the-gouy-stodola-theorem-in-classical-mechanic-28tbq1r5.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Applies Gouy-Stodola theorem to entropy generation in a damped pendulum, but does not address heavy oil, biodegradation, exergy, reservoirs, or viscosity.","We propose to apply the entropy generation $(\dot S_{gen}$) concept to a mechanical system: the well-known simple pendulum. When considering the ideal case, where only conservative forces act on the system, one has $\dot S_{gen}=0$, and the entropy variation is null. However, as shall be seen, the time entropy variation is not null all the time. Considering a non-conservative force proportional to the pendulum velocity, the amplitude of oscillations decreases to zero as $t$ grows. In this case, $\dot S_{gen}>0$ indicates that it is related to energy dissipation, as stated by the Gouy-Stodola theorem. Hence, as shall be seen, the greater the strength of the non-conservative force, the greater are both the energy dissipation and the time rate of entropy variation. "
"Teach Second Law of Thermodynamics via Analysis of Flow through Packed Beds and Consolidated Porous Media","https://scispace.com/paper/teach-second-law-of-thermodynamics-via-analysis-of-flow-2ex3ffr0no","2019","Journal Article","Fluids","Rajinder Pal","10.3390/FLUIDS4030116","https://scispace.com/pdf/teach-second-law-of-thermodynamics-via-analysis-of-flow-2ex3ffr0no.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy-Stodola theorem linking work loss to entropy generation, but provides no content on heavy oil biodegradation, exergy, reservoir abandonment, biomarkers, or viscosity effects.","The second law of thermodynamics is indispensable in engineering applications. It allows us to determine if a given process is feasible or not, and if the given process is feasible, how efficient or inefficient is the process. Thus, the second law plays a key role in the design and operation of engineering processes, such as steam power plants and refrigeration processes. Nevertheless students often find the second law and its applications most difficult to comprehend. The second law revolves around the concepts of entropy and entropy generation. The feasibility of a process and its efficiency are directly related to entropy generation in the process. As entropy generation occurs in all flow processes due to friction in fluids, fluid mechanics can be used as a tool to teach the second law of thermodynamics and related concepts to students. In this article, flow through packed beds and consolidated porous media is analyzed in terms of entropy generation. The link between entropy generation and mechanical energy dissipation is established in such flows in terms of the directly measurable quantities such as pressure drop. Equations are developed to predict the entropy generation rates in terms of superficial fluid velocity, porous medium characteristics, and fluid properties. The predictions of the proposed equations are presented and discussed. Factors affecting the rate of entropy generation in flow through packed beds and consolidated porous media are identified and explained."
"Produção de hidrogênio em refinarias de petróleo: avaliação exergética e custo de produção.","https://scispace.com/paper/producao-de-hidrogenio-em-refinarias-de-petroleo-avaliacao-25cudn8vaj","2010","Dissertation","","Flávio Eduardo da Cruz","10.11606/D.3.2010.TDE-17082010-123008","https://scispace.com/pdf/producao-de-hidrogenio-em-refinarias-de-petroleo-avaliacao-25cudn8vaj.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy-Stodola theorem in exergy balance, but lacks any discussion of heavy oil biodegradation, reservoir abandonment, biomarkers, or viscosity effects.","Pure hydrogen (H2) is an useful gas in chemical and petrochemical industries because it reacts easily with several other elements. On refineries, hydrogen is used to sequestrate sulphur from diesel and gasoline. Emission restrictions regard to fossil fuels are rising the world hydrogen demands. In spite of its abundance, hydrogen is normally found associated with other chemical species like water or hidrocarbons like methane or butane. Some especific processes are required to obtain pure hydrogen. Considered the most economic production route, the natural gas reforming process is analyzed by exergetic and thermoeconomic methods in order to determine the efficiencies and the hydrogen production cost. The hydrogen production cost is very sensitive to the cost of natural gas, which has suffered constant increases due to rising demand. This fact opens the possibility of using technologies that were previously considered economically unviable. The hydrogen unit studied was constructed in one of the Petrobras refineries, and the hydrogen produced is for the removal of sulfur in diesel oil. Based on project documents exergetic efficiencies of each component were determined. After that, an economic analysis was conducted in order to determine the construction, operation and maintenance costs of the whole plant. Two types of cost were determined, the actual cost production, which indicates the current cost product (2010), and the levelized cost, which takes into account the total production over life of the plant. Considering a natural gas cost equal to 9.11 US$/GJ, it was obtained an actual hydrogen production cost of 17.36 US$/GJ (2,093.13 US$/t) and a levelized cost of 25.35 US$/GJ (3,056.97 $/t). These values were compared with some hydrogen production costs presents on scientific papers and related references."
"Entropy Generation in Periodic Regenerative Heat Exchanger due to Finite Temperature Difference","https://scispace.com/paper/entropy-generation-in-periodic-regenerative-heat-exchanger-1pr9ihvtuf","2008","Journal Article","International Journal of Thermodynamics","K. Pitchandi
Elumalai Natarajan","10.5541/IJOT.1034000225","https://scispace.com/pdf/entropy-generation-in-periodic-regenerative-heat-exchanger-1pr9ihvtuf.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Applies Gouy-Stodola theorem to calculate entropy generation in a regenerative heat exchanger; does not address heavy oil, biodegradation, viscosity, or reservoir topics.","This paper describes the second law of thermodynamics analysis of a regenerative heat exchanger. The analysis is based on the fact that the dimensionless parameters, known as the reduced periods and reduced length, are the characteristic variables to describe the heat exchanger. The solid matrix in the heat exchanger passage is discretized using trapezoidal rule and the elemental matrix is taken as a thermodynamic system. The second law of thermodynamics is applied to the system and the entropy generation equation is obtained using the dimensionless numbers Reduced period (Π) and Reduced length (Λ) in each element. In the present paper, the variation of entropy generation due to reduced length and reduced period is studied. The influence of the effectiveness of the heat exchanger on entropy generation is also highlighted."
"A Synthesis of Thermodynamic Models Unifying Traditional and Work-Driven Operations with Heat and Mass Exchange","https://scispace.com/paper/a-synthesis-of-thermodynamic-models-unifying-traditional-and-5cgkhkp6cw","2003","Journal Article","Open Systems & Information Dynamics","Stanislaw Sieniutycz","10.1023/A:1022971208306","https://scispace.com/pdf/a-synthesis-of-thermodynamic-models-unifying-traditional-and-5cgkhkp6cw.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy-Stodola law linking lost work to entropy generation, but lacks any discussion of heavy oil, biodegradation, reservoirs, biomarkers, or viscosity effects.","A novel trend in the theory of thermodynamic limits for energy convertors and traditional heat and mass exchangers is analyzed, where certain special controls called, the Carnot control variables, play a common role. In terms of these controls an expression for the lost work has the same form in irreversible energy convertors and in traditional processes of purely dissipative transport. For sequential-type equipment of a finite size, enhanced limits are obtained for the energy production or consumption. Formal models of simplest energy convertors and characteristics of endoreversible operations are particularly lucid in terms of the Carnot controls. Progress in the theory of energy generation problems is achieved; examples of applications are outlined. Efficiency decrease caused by dissipation and finite rate bounds are estimated for work released from an engine or work added to a heat pump. It is shown that a simplification in the analysis of energy limits in complex thermal operations is achieved when Carnot controls are applied. Extensions involve mass transfer problems and a finite-rate counterpart of classical available energy (exergy)."
"Exergy-Based Efficiency Analysis of Pyrometallurgical Processes","https://scispace.com/paper/exergy-based-efficiency-analysis-of-pyrometallurgical-1kiair3n8l","2010","Journal Article","Metallurgical and Materials Transactions B-process Metallurgy and Materials Processing Science","Bart Klaasen
Peter-Tom Jones
Dirk Durinck
J. O. Dewulf
Patrick Wollants
Bart Blanpain","10.1007/S11663-010-9424-Y","https://scispace.com/pdf/exergy-based-efficiency-analysis-of-pyrometallurgical-1kiair3n8l.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy-Stodola theorem for calculating entropy generation in exergy analysis of pyrometallurgical streams, but does not address heavy oil biodegradation or related topics.","Exergy-based efficiency analysis provides a powerful tool for optimizing industrial processes. In this article, the use of this technique for pyrometallurgical applications is explored in four steps. First, the exergy concept is introduced, the outline of exergy calculations is presented, and the role of a reference state is discussed. Second, it is shown that an unambiguous exergy calculation for pyrometallurgical streams with a complex, unknown phase composition is not straightforward. Hence, a practical methodology is proposed in which a suitable phase-based stream description is estimated prior to the actual exergy calculation. For this, the equilibrium phase composition is calculated, whereas all known stream properties are incorporated as boundary conditions. Third, the proposed methodology is validated by recalculating literature results. This reveals significant deviations for exergy values of the same pyrometallurgical streams. Our results are probably more accurate because of the incorporation of additional phase-related information. And fourth, a full analysis of a zinc-recycling process is presented. In a base case scenario, the total exergetic efficiency turns out to be only 1.2 pct. Based on this result, different process modifications are suggested and evaluated quantitatively. We find that significant efficiency gains are possible."
"Exergy based method for sustainable energy utilization analysis of a net shape manufacturing system","https://scispace.com/paper/exergy-based-method-for-sustainable-energy-utilization-50jws90lca","2005","","","Jayasankar Sankara","","https://scispace.com/pdf/exergy-based-method-for-sustainable-energy-utilization-50jws90lca.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy-Stodola theorem for entropy generation, but does not discuss heavy oil, biodegradation, reservoirs, biomarkers, or viscosity relationships.","The approach advocated in this work implements energy/exergy analysis and indirectly an irreversibility evaluation to a continuous manufacturing process involving discrete net shape production of compact heat exchangers through a complex controlled atmosphere brazing (CAB) process. The system under consideration involves fifteen cells of a continuous ramp-up heating, melting, reactive flow, isothermal dwell, and rapid quench solidification processing sequence during a controlled atmosphere brazing of aluminum compact heat exchangers. Detailed mass, energy, and exergy balances were performed. The irreversibility sources were identified and the quality of energy utilization at different processing steps determined. It is demonstrated that advanced thermodynamics metrics based on entropy generation may indicate the level of sustainable energy utilization of transient open systems, such as in manufacturing. This indicator may be related to particular property uniformity during materials processing. In such a case, the property uniformity would indicate systems’ distance from equilibrium, i.e., from the process sustainable energy utilization level. This idea is applied to net shape manufacturing process considered. A metric based on exergy destruction is devised to relate the heat exchanger temperature uniformity and the quality. The idea advocated in this thesis will represent the coherent framework for developing energy efficient, economically affordable and environmentally friendly manufacturing technology."
"ABSTRACT: Alterations of Venezuelan Crudes due to Biodegradation Processes Measurable by Biomarker Parameters","https://scispace.com/paper/abstract-alterations-of-venezuelan-crudes-due-to-2q932qib59","1998","","","Irenio Berrios
Irene Romero","","https://scispace.com/pdf/abstract-alterations-of-venezuelan-crudes-due-to-2q932qib59.pdf","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses biomarker parameters to assess biodegradation of Venezuelan crudes, but lacks heavy‑oil focus, thermodynamic/exergy analysis, entropy‑viscosity discussion, and Gouy‑Stodola reference.","Geochemistry studies done in the Tia Juana Field of Maracaibo Basin (West of Venezuela) to optimize the geological model for better production strategies, have shown in this country one of the most severe cases of aerobic biodegradation and water washing at shallower depths. The biodegradation of a crude in the reservoir reduces its quality due to a sequential removal of n-alkanes, isoprenoids and other branched alkanes and, eventually some cyclic alkanes and aromatics, as conditions for microbial oxidation become increasingly favorable. (Reed, 1977; Alexander et al., 1983; Volkman et al., 1983; Connan, 1984; Peters and Moldowan, 1991)."
"The effects of biodegradation on biomarker maturity indicators in sequentially biodegraded oils from Liaohe Basin, China","https://scispace.com/paper/the-effects-of-biodegradation-on-biomarker-maturity-2doih65qo9","2009","Journal Article","Science in China Series D: Earth Sciences","JianPing Bao
CuiShan Zhu","10.1007/S11430-009-5015-7","","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes biomarker ratios to assess maturity of biodegraded oils; does not mention heavy oil, thermodynamic/exergy analysis, entropy, viscosity, or reservoir abandonment.","By aid of gas chromatogram/mass spectrometry (GC-MS), the distributions and the compositions of biomarkers in a set of sequentially biodegraded oils from Liaohe Basin, China, have been quantitatively analyzed, and it has been found that during the biodegradation process of crude oils, the molecular maturity parameters such as Ts/Tm, homohopane C31 22S/(22S+22R) and sterane C29 20S/(20S+20R) ratios will be affected to different extent The results show that except homohopane C31 22S/(22S+22R) ratio, Ts/Tm ratio will decrease with increasing biodegradation, but for C29 20S/(20S+20R) ratio, it will almost remain constant in slightly and moderately biodegraded oils, and then will increase quickly in severely biodegraded oils The main reason is that there are some differences in the ability of resistant biodegradation for different isomer of biomarkers with different stereo configuration, resulting in the fact that destroying rate by bacteria for those biomarkers with weak ability will be higher than those with strong ability in resistant biodegradation For example, 18α(H)-22,29,30-trisnorhopanes (Ts) will be destroyed more quickly than 17α(H)-22,29,30-trisnorshopanres (Tm), and 20R isomer is more quickly than 20S isomer for C29 sterane, resulting in the relative ratios changed with increasing biodegradation Therefore, much more attention should be paid to the biodegradation extent of crude oils and the type of biomarker maturity indicators, when the distributions and the compositions of biomarkers in biodegraded oils are used to determine the maturity of biodegraded oils"
"A novel approach for investigating the paleo-oil filling orientations: Constraints by biodegradation evaluation proxies and recovered biomarker parameters","https://scispace.com/paper/a-novel-approach-for-investigating-the-paleo-oil-filling-316onyel1s","2024","Journal Article","","Bingbing Shi
Xiangchun Chang
Tianjiao Liu
Guanlong Zhang
Pengfei Zhang
Youde Xu
Guo Chen","10.1021/acs.energyfuels.4c00231","","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses biomarkers to evaluate biodegradation and infer oil migration directions, but does not address heavy oil, exergy, entropy generation, or Gouy‑Stodola theorem.","The spatial arrangement of methyl groups in biomarkers significantly impacts their polarity and thermal stability, both of which are crucial for the chromatographic effects involved in tracing the direction of oil migration. However, biodegradation can also selectively alter the isomers of these biomarkers based on the positions of their methyl groups, making it challenging to interpret migration directions in biodegraded oils using conventional tracers. Hence, it is imperative to explore novel indicators, such as the biodegradation evaluation parameter, in order to discern the directions of oil migration. However, conventional proxies for evaluating biodegradation, such as C29 25-nor-hopane/C30Hopane (25-NH/H), C2217-nor-tricyclic terpane/C23 tricyclic terpane (17-NT/TT), and the widely used modular analysis and numerical classification of oils (Manco) scale, often have limited applicability and resolution within a narrow range of biodegradation, particularly in long-distance migration scenarios. To address this issue and improve resolution across a broader spectrum of biodegraded oils, we developed a refined approach. This approach uses five homologues, each displaying different levels of resistance to biodegradation, to cover the complete range of biodegradation. Our novel approach provides significantly improved resolution compared to the conventional Manco scale, and our goal is to employ the contour plots generated by this approach to accurately determine the migration direction. To verify the accuracy of our results, we conducted validation experiments using conventional tracers. Our validation experiments included measurements of isomer ratios of pyrrolic and thiophene ring compounds, as well as typical biomarker tracers recovered from the biogenetic information derived from biodegraded oils, specifically (C23TT+C2217-NT)/(C30H+C29 25-NH). Furthermore, we examined structural morphology, density and viscosity, the quantitative grain fluorescence index, the hydrocarbon migration effective pathway index (Hmle), and pore-permeability characteristics for further validation purposes. This refined scale for evaluating biodegradation provides comprehensive insights into biodegraded oils and serves as an essential tool for understanding patterns of hydrocarbon preferential migration and identifying promising exploration targets for biodegraded oils in both the studied regions and elsewhere. "
"Elements of a Heavy Oil Technology Development Program","https://scispace.com/paper/elements-of-a-heavy-oil-technology-development-program-16706k7i3n","2009","","","Osvair V. Trevisan
Fernando A. França
Clarissa A. Okabe
Antônio C. Lisboa","","https://scispace.com/pdf/elements-of-a-heavy-oil-technology-development-program-16706k7i3n.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions heavy oils formed by biodegradation but provides no analysis of biodegradation, thermodynamics, exergy, biomarkers, entropy, or Gouy‑Stodola applications.","Prospective studies point out that in the short to medium-term, Brazil will incorporate 4 bil- lion barrels to its proved reserves of heavy oil due to ad- vancements in production techniques. As a result, Brazil- ian reserves of heavy oil will reach 7 billion barrels, taking more than a 40% share in the proven volumes. These figures do not account for the reserves of 2 billion barrels of extra-heavy oils that exist in the offshore field of Membro Siri, Campos Basin. Advancements in heavy oil produc- tion techniques will certainly match those numbers as they may unveil new scenarios and even bring closer the pro- duction onset of extra-heavy oils from off-shore fields. Around the world heavy oil has been discovered when looking for conventional oil; and its reservoirs have gener- ally been produced by applying the same techniques as those in the production of light oil. The predictable consequence is that the remaining resources associated with conventional oils have a smaller participation in available natural energy resources, increasing the importance of those resources asso- ciated with heavy oils. On the production side, worldwide the percentage of heavy oils is now slightly over 10%; in Brazil the proportion is still negligible. However, in order to assure the present favorable demand-production relationship, the medium term per- spective requires that the Brazilian share of such oils be above 20% of total produced volume. To accomplish this, the country must develop an integrated program of technol- ogy development. The program must focus on the search for technological solutions supported by scientific knowledge to overcome the challenges associated with the explotation of heavy oil reservoirs located in Brazil's coastal waters. Seek- ing to supplement the efforts of specific corporate programs, technical managers from oil companies and members of the academic community have convened to propose prospective solutions and to set the priority for 40 previously selected projects. The present paper unveils the main conclusions drawn, starting from the challenges posed by all branches of the area, to the actions envisioned to tackle them."
"Time to Take the Thermodynamics of Irreversible Processes into Consideration to describe in vivo Biodegradation","https://scispace.com/paper/time-to-take-the-thermodynamics-of-irreversible-processes-2nugufc1","2022","Journal Article","","Alexandre A Vetcher","10.54026/rdps/1004","https://scispace.com/pdf/time-to-take-the-thermodynamics-of-irreversible-processes-2nugufc1.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Proposes a thermodynamic view of in vivo biodegradation using irreversible process concepts, but lacks heavy‑oil focus, exergy calculations, reservoir or biomarker context, viscosity or Gouy‑Stodola details.","Contemporary studies usually consider in vivo biodegradation as the unidirectional asymptotic process that could be approximated by a hyperbola-style equation. Recent observations demonstrate, that this process should be considered rather as an interaction of both synthesis and decay. These observations, probably, possess deeper roots in the thermodynamics of irreversible processes (TIP) which allows considering lifeassociated processes in connection with dissipative structures, distributing energy from the flow organized by centralized aerobic-anaerobic energy balance compensation (CAAEBC) system. In our review, we propose to take a wider and deeper view of in vivo biodegradation from this viewpoint."
"Thermal Alteration of Viscous Crude Oils","https://scispace.com/paper/thermal-alteration-of-viscous-crude-oils-48q3m3uj0b","1990","Journal Article","Spe Reservoir Engineering","R. Fassihi Mohammed
Kevin O. Meyers
Kirk R. Weisbrod","10.2118/14225-PA","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses biodegraded crude samples in thermal alteration experiments, but does not discuss biodegradation mechanisms, exergy, reservoir abandonment, biomarkers, or entropy‑viscosity relationships.","At temperatures encountered during thermal recovery, crude oil may undergo compositional changes that permanently reduce viscosity. An increase in the crude's API gravity and the formation of solids and gas accompany these viscosity reductions. This paper presents results of a laboratory study on thermal alteration of two biodegraded crudes and one immature heavy oil over a temperature range from 77 to 780{degrees}F (25 to 416{degrees}C) at reaction times up to 350 hours. Experimental results indicate that up to a 1,000-fold reduction in viscosity can occur. Compositional changes accompanying thermal alteration are discussed and correlated to changes in the physical properties. The authors show that the viscosity and density of the reacted oil can be predicted from the net change in the carbon number distribution determined by simulated distillation. A kinetic model was developed and compared with laboratory results and published data."
"The controls on the composition of biodegraded oils in the deep subsurface: Part II—Geological controls on subsurface biodegradation fluxes and constraints on reservoir-fluid property prediction","https://scispace.com/paper/the-controls-on-the-composition-of-biodegraded-oils-in-the-26oposx9v1","2006","Journal Article","AAPG Bulletin","Steve Larter
Haiping Huang
Jennifer D. Adams
Barry Bennett
Olufemi Jokanola
Thomas B. P. Oldenburg
Martin Jones
Ian M. Head
Cindy Riediger
Martin G. Fowler","10.1306/01270605130","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes biodegradation controls and viscosity gradients in deep‑subsurface oils (including heavy tar‑sand oils) but provides no thermodynamic/exergy analysis, biomarkers, entropy generation, or Gouy‑Stodola discussion.","The principal controls on the fluid properties of biodegraded oil systems have been determined by a combination of petroleum geochemistry, numerical modeling of oil biodegradation in reservoirs, and analysis of oil property data sets from a variety of geological settings. Petroleum biodegradation proceeds under anaerobic conditions in any reservoir that has a water leg and has not been heated to temperatures more than 80C. In most reservoirs with low concentrations of aqueous sulfate, methanogenic degradation is a primary mechanism of petroleum degradation, whereas in waters containing abundant sulfate, sulfate reduction and sulfide production may dominate. Net degradation of petroleum fractions in reservoirs is primarily controlled by the reservoir temperature, the chemical compounds being degraded, and relationships between the oil-water contact (OWC) area and oil volume. The relative volumes of water leg to oil leg, prior level of oil biodegradation, and reservoir water salinity act as second-order controls on the process. Typically, degradation fluxes (kilograms of petroleum destroyed per square meter of oil-water contact area per year or kg petroleum m2 OWC yr1) for fresh petroleum in clastic reservoirs are in the range of 103–104 kg petroleum m2 OWC yr1 and increase with decreasing reservoir temperature, from zero near 80C, to a maximum flux at the OWC of less than 103 kg petroleum m2 OWC yr1 at a temperature less than 40C. At very low reservoir temperatures and with severely degraded oils, such as are seen in the near-surface Canadian tar sands at the present day, the net degradation fluxes are much less than maximum values. Nutrient supply from the aquifer and adjacent shales, mostly buffered by mineral dissolution, probably provides the ultimate control on the range of degradation flux values. Oil compositional gradients and resulting oil viscosity variations are common on both reservoir thickness and field scales in biodegraded oil reservoirs and are a defining characteristic of heavy oil fields produced by crude-oil biodegradation. Continuous vertical gradients in the oil columns document episodic degradation for many millions of years, suggesting that the time scales of oil-field degradation and petroleum charging are similar. The flux-temperature relationship we have derived, coupled with typical reservoir charge histories, defines the range of variation of fluid properties seen in many biodegraded oil provinces and identifies oil charge, mixing of biodegraded and fresh oils, and reservoir-temperature history as the primary controls on fluid properties. These flux-temperature relationships are easily integrated into prospect charge modeling procedures; sensitivity analyses show that the limiting factor in fluid property predictions, using even this first-level approach, are ultimately constrained by the accuracy of current oil-charge modeling estimates. The absence today of any functional geochemical proxies for assessing oil-residence time in oil fields and the substantial uncertainty in petroleum-charging times estimated by forward basin modeling is a major obstacle to more accurate fluid-property predictions that needs to be addressed."
"Anaerobic hydrocarbon biodegradation in deep subsurface oil reservoirs","https://scispace.com/paper/anaerobic-hydrocarbon-biodegradation-in-deep-subsurface-oil-2hoq8ygl39","2004","Journal Article","Nature","Carolyn M. Aitken
David Jones
Steve Larter
Steve Larter","10.1038/NATURE02922","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Detects anaerobic degradation metabolites in many oil samples, including tar sands, suggesting widespread biodegradation but does not cover thermodynamics, exergy, entropy, viscosity, or reservoir abandonment.","Biodegradation of crude oil in subsurface petroleum reservoirs is an important alteration process with major economic consequences. Aerobic degradation of petroleum hydrocarbons at the surface is well documented and it has long been thought that the flow of oxygen- and nutrient-bearing meteoric waters into reservoirs was necessary for in-reservoir petroleum biodegradation. The occurrence of biodegraded oils in reservoirs where aerobic conditions are unlikely, together with the identification of several anaerobic microorganisms in oil fields and the discovery of anaerobic hydrocarbon biodegradation mechanisms, suggests that anaerobic degradation processes could also be responsible. The extent of anaerobic hydrocarbon degradation processes in the world's deep petroleum reservoirs, however, remains strongly contested. Moreover, no organism has yet been isolated that has been shown to degrade hydrocarbons under the conditions found in deep petroleum reservoirs. Here we report the isolation of metabolites indicative of anaerobic hydrocarbon degradation from a large fraction of 77 degraded oil samples from both marine and lacustrine sources from around the world, including the volumetrically important Canadian tar sands. Our results therefore suggest that anaerobic hydrocarbon degradation is a common process in biodegraded subsurface oil reservoirs."
"Effects of resin degradation and biological emulsification on the viscosity break of heavy oils","https://scispace.com/paper/effects-of-resin-degradation-and-biological-emulsification-3t8j55333i","2012","Journal Article","Acta Petrologica Sinica","LI Guoqiang","","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses bacteria to degrade resin and emulsify heavy oil, cutting viscosity, but provides no exergy, entropy, reservoir abandonment or Gouy‑Stodola analysis.","Bacillus spQB26 is a strain of thermophilic hydrocarbon-degrading bacteria which can utilize resins as the sole carbon source for growthIn the mineral salt medium(MSM) with 2% resins as the only carbon source,the degradation rate of resins could reach 4596% after the 14-day aerobic culture at 55℃Under the same conditions,the QB26 fermentation could perfectly emulsify the same volume of a heavy oil(with the viscosity of 1 146 mPa·s at 55℃) by reducing the viscosity by 6649%When this oil was degraded by the combination of QB26 and pseudomonas spT-1(V QB26∶V T-1=1∶1),we found emulsifying effects improved greatly because the emulsion stability increased and the average partial size was 1788 μm,being reduced by 673%Meanwhile,the viscosity of the heavy oil was 511 mPa·s,only 045% of the original viscosityIn addition,experiments of the indoor homogeneous/heterogeneous core physical simulation showed that this system could improve the oil recovery of the simulated reservoir by 144% and 2238%,respectivelyThese experiments achieved dual effects of viscosity break by means of resin biodegradation and biological emulsion,which can significantly improve the mobility of crude oils"
"Biomarker gradients of super-viscous oil as an estimation method of oil-water distribution","https://scispace.com/paper/biomarker-gradients-of-super-viscous-oil-as-an-estimation-2xofykuznc","2019","Journal Article","Geosystem Engineering","Artem E. Chemodanov
Vladislav A. Sudakov
Rinat Khayrtdinov
Regina Safina","10.1080/12269328.2019.1603124","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses biomarker gradients to estimate water saturation in a super‑viscous oil reservoir; mentions biodegradation but lacks thermodynamic, exergy, abandonment, entropy or Gouy‑Stodola analysis.","In this article, we consider a promising method for estimating the water saturation of a super-viscous oilfield (hereinafter, SVO field) in the case of Cheremshansky oilfield, Russian Feder..."
"Machine Learning for FT-ICR MS Analysis: Predicting Origin, Thermal Evolution, and Biodegradation of Crude Oils","https://scispace.com/paper/FrIIYokF4ggJ","","","","JV Roque
LC da Silva
DMM Franco
GS Lima","","https://pubs.acs.org/enfuem/article-pdf/40/26/13761/65308665/acs.energyfuels.6c00156.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses ML to predict crude oil biodegradation, but does not discuss heavy oil specifically, thermodynamic/exergy analysis, reservoir abandonment, biomarkers, entropy generation, viscosity, or Gouy‑Stodola.",""
