"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"A Rheological and Chemical\nInvestigation of Canadian\nHeavy Oils From the McMurray Formation","https://scispace.com/paper/a-rheological-and-chemical-ninvestigation-of-canadian-nheavy-teakb3fpi4xc","2015","Repository","","","10.1021/ef300608w.s001","","The prediction of viscosity in the extraction of heavy\nand viscous\noil resources is essential for the economically viable production\nof these resources. A rheological and chemical investigation of oils\nfrom the McMurray formation produced at different depths was undertaken.\nChemical analysis using high-resolution time-of-flight mass spectrometry\n(TOF MS), Fourier transform infrared spectroscopy (FTIR), and nuclear\nmagnetic resonance spectroscopy (NMR) suggested specific compounds\nrepresentative of the compound classes observed in these heavy oils:\n[1] water, [2] sec-hexadecyl naphthalene, [3] 2,2′,5,5′-tetramethyl-1,1′-biphenyl,\n[4] 1-methylanthracene, and [5] cyclopentylcyclopentane. All three\nanalytical techniques detected the monoaromatic, diaromatic, and triaromatic\nring hydrocarbons as being the most abundant species in this heavy\noil. Specific molecules with intense FTIR modes near 1600 cm&lt;sup&gt;–1&lt;/sup&gt; and 1380 cm&lt;sup&gt;–1&lt;/sup&gt; were not identified, and these may\naccount for unknown species in asphaltene fractions. Correlations\nbetween heavy-oil chemistry and its viscosity were built using a partial\nlinear square fit (PLS) regression from vibrational modes in the FTIR\nspectra, predicting an inverse correlation between water and viscosity. ",""
"Accurate prediction of viscosity of mixed oils","https://scispace.com/paper/accurate-prediction-of-viscosity-of-mixed-oils-40fbrqw0xz","2021","Journal Article","Petroleum Science and Technology","Maryam Abdollahi Khoshmardan
Masoud Mehrizadeh
Nima Zand
Adel Najafi-Marghmaleki","10.1080/10916466.2021.1902351","","Viscosity of mixed oil is an important parameter which is required in transportation and production processes of mixed crude oils. There is no universal and general model for prediction of viscosit...","In this paper, the authors present a model for predicting viscosity of mixed oil, which is an important parameter which is required in transportation and production processes of mixed crude oils."
"Viscosity from Geochemical Techniques: A Case Study for a Heavy Oil Field on the UKCS","https://scispace.com/paper/viscosity-from-geochemical-techniques-a-case-study-for-a-347ucgph","2022","Proceedings Article","","Ian Cutler
Alexandra Cely
Julian Kenneth Spencer Moore
Tao Yang
Nicholas Birch
P. M. Ablard","10.2118/209690-ms","","
 Heavy oil fields are characterised by complex chemistries and exhibit a wide range of physical properties (especially oil viscosity). This paper describes the development of two innovative and cost-effective data acquisition methods: the optimised use of mud gas data and the geochemical characterisation of cuttings extracts, both as an alternative data source for oil viscosity determination. Applications of these methods can lead to the cost reduction of data acquisition programs and potentially improvements in oil recovery.
 The mud gas provides real-time surface logging data. Due to the nature of heavy oil in the case study wells, the mud gas compositions contain mainly C1-C3. By comparing with the reservoir oil samples from the exploration and appraisal wells, we investigated the possibility of using mud gas while drilling to identify if the reservoir oil belongs to the high viscosity or medium viscosity group. For cutting analysis, we thoroughly investigated solvent extracts from cuttings from the exploration and appraisal wells and correlated them with the oil viscosity from the corresponding PVT samples. When such a correlation is established, we can then apply the correlation to predict oil viscosity from the cuttings of new production wells.
 We achieved excellent results for both real-time oil viscosity identification from mud gas data and post well oil viscosity prediction from the extraction of cuttings. The C1/(C2+C3) is the key parameter for oil viscosity identification from the standard mud gas data in the field. For the past wells, the mud gas interpretation has high accuracy for determining if the reservoir oil belongs to the high viscosity or medium viscosity regions. We established a strong correlation between the biomarkers and the oil viscosity from the exploration and appraisal wells. When we applied the correlation to new production wells, the oil viscosity prediction was very close to the viscosity measurement from the wellhead PVT samples.
 The geochemical techniques provide oil viscosity for critical decisions regarding well placement and reservoir management modelling. The new source of reservoir fluid data from mud gas and cuttings provides real-time fluid interpretation while drilling and close to PVT sample quality oil viscosity prediction after drilling. This new approach is cost-efficient and has a large potential to replace the downhole fluid sampling or expensive downhole logging tools for production wells.","In this paper , the authors investigated the possibility of using mud gas data while drilling to identify if the reservoir oil belongs to the high viscosity or medium viscous group. And then, they applied the correlation to new production wells, the oil visco-ity prediction was very close to the viscoity measurement from the wellhead PVT samples."
"Modelo Lineal de Efectos Mixtos: Una aplicación a Datos Temporal y Espacialmente Correlacionados","https://scispace.com/paper/modelo-lineal-de-efectos-mixtos-una-aplicacion-a-datos-1tcs43xori","2019","","","Carolina Romero Coronado","","","Modelar correlacion espacial y temporal en simultaneo se ha convertido en un tema de interes para diferentes contextos, especialmente en el contexto geoestadistico, pues la realizacion de una prediccion espacial optima en sitios no muestreados para determinada variable regionalizada en estudio, se encuentra ligada a la correcta identificacion de dependencias existentes entre dicha variable regionalizada y la componente longitudinal de la misma (esto es, el instante de tiempo en el que fue medida). Se contempla una ampliacion de la metodologia aplicada por (Militino et al., 2008), usando los modelos lineales mixtos (LMM por sus siglas en ingles), pero adicionando un analisis que involucre el uso de metodologias para datos espaciales y datos longitudinales, en aras de visualizar las implicaciones que tiene el modelar via LMM, olvidando y contemplando la correlacion espacial inherente a los datos del proceso a estudiar. La estimacion del modelo propuesto se har a via maxima verosimilitud restringida (REML, en ingles).","Modelar correlacion espacial and temporal en simultaneo se ha convertido into un tema de interes for diferentes contextos, especialmente en el contexto geo-estadistico, pues the realizacion of una prediccion espacial optima in sitios no muestreados for determinada variable regionalizada en estudio, se encuentra ligada a la correcta identificacion de dependencias existentes entre dicha variable regionalizer and the componente longitudinal"
"Further Model Development for Prediction of Reservoir Oil Viscosity","https://scispace.com/paper/further-model-development-for-prediction-of-reservoir-oil-83c8zgypj7we","","","","Elham Mokarami Moghadam
Ali Naseri
Mohammad Ali Riahi","10.1080/10916466.2021.1993914","","Viscosity of oil is a crucial parameter in various aspects of oil and gas industry including reservoir simulation, production analysis and equipment design problems. Therefore, proposing simple, robust and universal approaches for estimation of oil viscosity is very important. In the current study a computer-based model namely MLP-NN was designed for estimation of viscosity of dead oil, saturated oil and under saturated oil. A number of 1900 laboratory measured viscosity data of Iranian oilfields associated with wide variations of operational variables were considered to construct the model. The performance accuracy of the method was assessed by considering a number of performance measure statistical variables and results comparison with other available predictive methods. The AAPRE% values of the model for viscosity of dead oil, saturated oil, and under saturated oil were 13.02, 2.45, and 10.55, respectively. The model also provided R-2 values of 0.989, 0.9953, and 0.9883 for viscosity of dead oil, saturated oil, and under saturated oil. The outcomes indicated the precision and reliability of the implemented method and its superiority over available predictive methods.","A computer-based MLP-NN model was developed to predict oil viscosity, achieving high accuracy (R-2: 0.989-0.9953) and precision (AAPRE%: 2.45-13.02) using 1900 laboratory-measured data from Iranian oilfields."
"Correlation Between Heavy Oil Composition and Its Viscosity","https://scispace.com/paper/correlation-between-heavy-oil-composition-and-its-viscosity-7dqtm03trz4g","","","","Su Tie-jun
Zheng Yan-cheng","10.3969/j.issn.1673-1409-c.2007.01.019","","A new multivariate linear model was proposed to associate viscosity and group composition of heavy oil.Multiple correlation coefficient of the model is 0.9885.According to action forces among group compositions of heavy oil,the relation which was revealed based on the model is explained.Good result is obtained when the model is applied to different oil samples.","A multivariate linear model correlates heavy oil viscosity with group composition, achieving a 0.9885 multiple correlation coefficient, and demonstrates its applicability to various oil samples through good results."
"Machine learning models to predict reservoir fluid properties","https://scispace.com/paper/machine-learning-models-to-predict-reservoir-fluid-f7lk28t341tg","2022","Repository","","","10.26262/heal.auth.ir.342568","","The purpose of this work is the study of undersaturated reservoir oil viscosity. Starting from the bubble point pressure up to the maximum value of reservoir pressure, given that viscosity value at the bubble point is known, viscosity's change in relation to pressure needs to be predicted. In total, 17 literature correlations were evaluated and their accuracy was judged based on statistical metrics suchs as average relative error and absolute average relative error. Furthermore, machine learning models were developed in order to create model that predict viscosity's change. Machine learning models were compared with literature correlations in a consistent way so as to be sure of the produced results. The resulting machine learning models perform better on average than even the best performing literature's correlation so the process followed in this work can be considered a success. ",""
"The use of equivalent linear models in mixed model estimation and prediction","https://scispace.com/paper/the-use-of-equivalent-linear-models-in-mixed-model-38j1gxdnow","1988","Journal Article","Communications in Statistics-theory and Methods","C.R. Henderson","10.1080/03610928808829668","","Some linear models have a very large number of elements in the vector representing random factors. Consequently, it Is impossible to Invert the resulting mixed model coefficient matrix. This inverse is needed for sampling variances and prediction error variances and for computation of MIVQUE and REML estimates of variances and covariances. An equivalent model with fewer elements in the random vector can be used to solve this problem, Some examples are presented, and algorithms for BLUE, BLUP, MIVQUE, and REML are presented.","In this article, an equivalent model with fewer elements in the random vector can be used to solve this problem, some examples are presented, and algorithms for BLUE, BLUP, MIVQUE, and REML are presented."
"A CSA-LSSVM model to estimate diluted heavy oil viscosity in the presence of kerosene","https://scispace.com/paper/a-csa-lssvm-model-to-estimate-diluted-heavy-oil-viscosity-in-152jnyw668","2015","Journal Article","Petroleum Science and Technology","N Tanoumand
A Hemmati-Sarapardeh
Alireza Bahadori","10.1080/10916466.2015.1034367","","Viscosity is one of the properties that has important role in enhanced oil recovery processes, simulating reservoirs, and designing production facilities. Therefore, measurement and calculation of its accurate value is worthwhile. While the experimental methods for measurement of viscosity are expensive and time consuming, some credible correlations were developed to predict the viscosity with enough accuracy. For this purpose, in this study a balky data bank was gathered from open literature sources, and then one machine learning based approach called least square support vector machine (LSSVM) was utilized for prediction of heavy and extra-heavy crude oil viscosity. The parameters of proposed model were optimized by couple simulated annealing (CSA) optimization approach. The inputs of this model are temperature and kerosene mass fraction and the only output is viscosity.","In this study, a balky data bank was gathered from open literature sources, and one machine learning based approach called least square support vector machine (LSSVM) was utilized for prediction of heavy and extra-heavy crude oil viscosity."
"Machine Learning Applied to Viscosity Prediction: A Case Study","https://scispace.com/paper/machine-learning-applied-to-viscosity-prediction-a-case-3bk5wiycc5","2023","Journal Article","WSEAS transactions on computers","Gil Vera Victor Daniel","10.37394/23205.2023.22.31","","Viscosity emerges as a physical property of primary importance in the modeling of flow within a porous medium, as well as in the processes of production, transport, and refining of crude oils. The direct measurement of viscosity is carried out through laboratory tests applied to samples extracted from the bed of a well, being these samples characterized by their difficult collection and the considerable time lapse required for their acquisition. Several techniques have been developed to estimate viscosity, among which the empirical correlation with Nuclear Magnetic Resonance logs stands out. This study presents a methodology for creating a representative predictive viscosity model, adapted to specific reservoir conditions, using measurements and well logs using machine learning techniques, in particular, Support Vector Machines (SVM). It is concluded that SVM trained with a polynomial kernel (R² = 0.947, MSE = 631.21, MAE = 15.16) exhibits superior performance compared to SVM trained with linear and RBF kernels. These results suggest that SVMs constitute a robust machine-learning technique for predicting crude viscosity in this context.","It is concluded that SVM trained with a polynomial kernel exhibits superior performance compared to SVM trained with linear and RBF kernels, suggesting that SVMs constitute a robust machine-learning technique for predicting crude viscosity in this context."
"Prediction Model for the Viscosity of Heavy Oil Diluted with Light Oil Using Machine Learning Techniques","https://scispace.com/paper/prediction-model-for-the-viscosity-of-heavy-oil-diluted-with-3b1ndt4l","2022","Journal Article","Energies","Lixin Fan","10.3390/en15062297","https://scispace.com/pdf/prediction-model-for-the-viscosity-of-heavy-oil-diluted-with-3b1ndt4l.pdf","Due to the presence of asphaltene, the flow assurance of high viscosity crude oil becomes more challenging and costly to produce in wellbores and pipelines. One of the most effective ways to reduce viscosity is to blend heavy oil with light oil. However, the viscosity measurement of diluted heavy crude is either time-consuming or inaccurate. This work aims to develop a more accurate viscosity model of diluted heavy crude based on machine learning techniques. A multilayer neural network is used to predict the viscosity of heavy oil diluted with lighter oil. The input data used in the training include temperature, light oil viscosity, heavy oil viscosity, and dilution ratio. In this modeling process, 156 datasets were retrieved from the available iterature of various heavy-oil fields in China. Part of the data (80%) is used to train the developed models using Adam optimizer algorithms, while the other part of the data (20%) is used to predict the viscosity of heavy oil diluted with lighter. The performance and accuracy of the machine learning models were tested and compared with the existing viscosity models. It was found that the new model can predict the viscosity of diluted heavy oil with higher accuracy, and it performs better than other models. The absolute average relative error is 10.44%, the standard deviation of the relative error is 8.45%, and the coefficient of determination is R2 = 0.95. The viscosity predicted by the neural network outperformed existing correlations by the statistical analysis used for the datasets available in the literature. Therefore, the method proposed in this paper can better estimate the viscosity of diluted heavy crude oil and has important promotion value. ","In this article , a multilayer neural network was used to predict the viscosity of heavy oil diluted with lighter oil, and the performance and accuracy of the machine learning models were tested and compared with the existing viscoability models."
"Prediction of Dead Oil Viscosity: Machine Learning vs. Classical Correlations","https://scispace.com/paper/prediction-of-dead-oil-viscosity-machine-learning-vs-4i06yh2e0g","2021","Journal Article","Energies","Fahimeh Hadavimoghaddam
Mehdi Ostadhassan
Ehsan Heidaryan
Mohammad Ali Sadri
Inna Chapanova
Evgeny Popov
Alexey Cheremisin
Saeed Rafieepour","10.3390/EN14040930","","Dead oil viscosity is a critical parameter to solve numerous reservoir engineering problems and one of the most unreliable properties to predict with classical black oil correlations Determination of dead oil viscosity by experiments is expensive and time-consuming, which means developing an accurate and quick prediction model is required This paper implements six machine learning models: random forest (RF), lightgbm, XGBoost, multilayer perceptron (MLP) neural network, stochastic real-valued (SRV) and SuperLearner to predict dead oil viscosity More than 2000 pressure–volume–temperature (PVT) data were used for developing and testing these models A huge range of viscosity data were used, from light intermediate to heavy oil In this study, we give insight into the performance of different functional forms that have been used in the literature to formulate dead oil viscosity The results show that the functional form f(γAPI,T), has the best performance, and additional correlating parameters might be unnecessary Furthermore, SuperLearner outperformed other machine learning (ML) algorithms as well as common correlations that are based on the metric analysis The SuperLearner model can potentially replace the empirical models for viscosity predictions on a wide range of viscosities (any oil type) Ultimately, the proposed model is capable of simulating the true physical trend of the dead oil viscosity with variations of oil API gravity, temperature and shear rate","The results show that the functional form f(γAPI,T), has the best performance, and additional correlating parameters might be unnecessary, and the SuperLearner model can potentially replace the empirical models for viscosity predictions on a wide range of viscosities (any oil type)."
"Determining Factors of Heavy Oil: A Viscosity Model Based on Dilution Theory","https://scispace.com/paper/determining-factors-of-heavy-oil-a-viscosity-model-based-on-509x7mt0gv","2024","Preprint","","Qianhui Zhao
Jianxun Wu
Yunyun Li
Suoqi Zhao
Zengmin Lun
Quan Shi","10.2139/ssrn.4839052","","The high viscosity of heavy oil poses a significant obstacle to its development, processing, and utilization. Investigating the underlying mechanisms governing its viscosity is essential for effectively reducing the viscosity of heavy oil. Numerous previous studies have demonstrated that the viscous mechanism of heavy oil cannot be adequately explained by the content and interaction of high-viscosity components alone. In this study, we propose a dilution viscosity reduction model for low viscosity components in heavy oil colloid system to elucidate the underlying mechanism governing heavy oil viscosity. Through experimental investigations and theoretical calculations, it is found that the viscosity of heavy oil is primarily influenced not by high-viscosity components, but rather by the presence of sufficient low-viscosity components within the system. It is believed that high viscosity is an inherent characteristic of heavy oil, resulting from prevalent interaction between polar molecules and the formation of colloidal system with strong intermolecular forces. Within this system, low-viscosity molecules are dispersed among micelles, playing an important role in diluting and reducing the overall viscosity of heavy oil. Once the content of low-viscosity components surpasses a critical threshold, irrespective of the concentration of high-viscosity constituents, there will be a significantly decrease in the apparent viscosity of heavy oil. ","High oil viscosity is primarily influenced by the presence of low-viscosity components within the system, rather than high-viscosity components."
"Viscosity Modelling for Reservoir Fluids : Contribution of Partial Least Square with Bootstrap Techniques and Neural Networks","https://scispace.com/paper/viscosity-modelling-for-reservoir-fluids-contribution-of-2g3o5tt894","2008","Journal Article","Oil & Gas Science and Technology-revue De L Institut Francais Du Petrole","P. H. Gayon
A. Pina
Ismaïl Ahmed
Abdelaziz Faraj","","","La regression lineaire Partial Least Squares (PLS) avec re-echantillonnage par bootstrap et la regression non-lineaire par reseaux de neurones ont ete utilisees pour construire des modeles de prediction de la viscosite de fluides de gisement en fonction de leur composition, de la temperature et de la pression. Les modeles statistiques resultants permettent de predire des valeurs de viscosite s'etendant de 0,21 cP a 10000 cP.","In this paper, a regression lineaire Partial Least Squares (PLS) avec re-echantillonnage par bootstrap and a regression non-lineaire par reseaux de neurones ont ete utilisees for construire des modeles de prediction de la viscosite de fluides de gisement en fonction de leur composition, de la temperature and de the pression."
"Estimation of Dead Oil Viscosity Utilizing Physics Based Correlative Principles and Predictive Machine Learning Techniques.","https://scispace.com/paper/estimation-of-dead-oil-viscosity-utilizing-physics-based-4kfsb62966","2019","Proceedings Article","","Utkarsh Sinha
Birol Dindoruk
Mohamed Y. Soliman","10.2118/195946-MS","","
 Dead oil viscosity is one of the most unreliable properties to predict with classical black oil correlations. This results mostly from the large effect that oil type has on viscosity. Two dead oil samples with identical API and T can have even an order of magnitude difference in viscosity [9]. In this work, we tried to limit this spread to a certain degree by incorporating a parameter such as MW to capture additional information for the character of the oil. Limitations of the classical black oil correlations became even more prominent when wide-spectrum of viscosity values coupled with wide range of temperatures are considered. Given the constraints of limited input variables, the problem becomes particularly challenging for heavy-extra heavy oils with high asphaltene content [35], where prediction errors could easily be as high as a couple of log-cycles. Even though there are several viscosity correlations available in the industry [1]-[4], [7], [9], [26], [30], [31], [34], [37], [39], [42] most of those correlations are only applicable to the oil samples belonging to specific geographical regions and/or for structurally similar oils, because of the inherent bias in the training datasets used in the development of correlations. Therefore, they are predictively valid for a relatively narrow range of oils and/or viscosity. In this work, we considered a very wide range of oils (6° API to 50° API). Therefore, producing two easy to use viscosity correlations for API gravities above and below 20° API that can readily predict the viscosity at any desired temperature within an extended temperature range (15° C to 160° C). In addition, the two sets of correlations were kept continuous at the switching point (20 API) so that they will have smooth transition from one branch to another. While the range of fluid properties is considered to be very wide, we were able to keep the input parameters to a minimum in terms of defining the character of the fluid (molecular weight and specific gravity). We demonstrated that the proposed correlation performs much better than the leading correlations with the similar input proxies published in the literature for wide range of viscosities (0.5 cp to 860, 000 cp).
 The use cases for the proposed correlation can be divided into three parts: 1) Prediction of the dead oil viscosity with limited input data, 2) use of limited in-hand viscosity data to generate viscosities for the conditions that are hard to perform accurate experimentation or simply not in hand for various reasons (for example not having the physical sample to perform such additional experiments, or just not having the time and the sources such as in the case of, screening existing assets for thermal recovery where typically viscosity is available at reservoir temperature, not at steamflood temperatures) and 3) it can be used to check the consistency and the quality of the existing data.
 Therefore, we have also checked the predictive performance of the proposed correlation in temperature domain if limited viscosity information is available for a particular fluid at a different temperature. With such information (if one reference viscosity is available at some specific temperature) the accuracy of the correlation can be further improved.
 In addition to classical correlation development efforts using known but limited physical control parameters, we have also attempted to model the viscosity with various machine learning methods (such as Artificial Neural Network (ANN) [20], K-Nearest Neighbour (KNN) [6] and Kernel based Support Vector Machine (KSVM)) [18] [38] and compared the outcome with respect to each other and as well as against the proposed correlation. Our correlation showed better predictive capabilities (based on calculated statistical parameters and cross-plots) when compared with other leading viscosity [4], [31], [37], [39], [42] correlations as well as with relevant supervised machine learning regression principles such as ANN, KNN and KSVM. The subject correlation also helps in improving the accuracy as well guiding the performance of these otherwise ""blackbox"" machine learning principles as it can fill the gaps in the data especially in the context of extending the tuned viscosities based on a single point measurement in temperature domain. Furthermore, we also explain how it can be combined with Sinha et. al [35] relative viscosity correlation to include the impact of asphaltene concentration, for estimation of vertical or areal viscosity variations which can also ultimately help to improve the mobility cut-off predictions of the asphaltene/tar mat zones or heavier fluids.","The proposed correlation performs much better than the leading correlations with the similar input proxies published in the literature for wide range of viscosities (0.5 cp to 860, 000 cp) as well as with relevant supervised machine learning regression principles such as ANN, KNN and KSVM."
"Heavy Oil and Super Heavy Oil Viscosity Measurement and Estimation: Getting Representative Samples","https://scispace.com/paper/heavy-oil-and-super-heavy-oil-viscosity-measurement-and-2sbzsx5bel","2009","","","J. J. Adams
C. Jiang
B. Bennett
Lloyd R. Snowdon
Ian D. Gates
S. Larter","","https://cseg.ca/assets/files/resources/abstracts/2009/067.pdf","Summary Oil viscosity assessed from core samples can increase dramatically during core storage and the process of oil extraction from core. Accurate measurement of bitumen viscosity from core is crucial for targeting sweet spots, locating production wells, and developing an appropriate recovery strategy. Here we show that viscosity error may be due sample storage conditions, storage duration, bitumen extraction method, sample composition and contamination, type of viscometer and laboratory practices. The effects of oil evaporation are also discussed along with a method to normalize viscosity data collected over a number of years by using a storage time viscosity correction (STVC) for incorporation into a geological model for oil mobility mapping.","In this article, the authors show that viscosity error may be due sample storage conditions, storage duration, bitumen extraction method, sample composition and contamination, type of viscometer and laboratory practices."
"Prediction of Viscosity\nof Blends of Heavy Oils with\nDiluents by Empirical Correlations and Artificial Neural Network","https://scispace.com/paper/prediction-of-viscosity-nof-blends-of-heavy-oils-with-z8riragvovik","2023","Repository","","","10.1021/acs.iecr.3c02472.s001","","Various straight-run and hydrocracked vacuum residual\noils mixed\nwith dissimilar light oils were tested for their viscosity using an\nEngler specific viscometer, generating 158 heavy oil blend viscosity\ndata points. Twenty-one available from the literature empirical correlations\nwere tested for their capability to accurately predict viscosity.\nIt was confirmed that the heavy oil blend viscosity exponentially\ndecreases with the diluent concentration enhancement. The linearized\nform of double logarithm Walther’s equation, using the concept\nof viscosity blending index, was found to be suitable to model not\nonly the viscosity of distinct residual oils and bitumen with diverse\nlight oil diluents but also heavy crude oil blend viscosity with an\naccuracy very close to that of the equation with interaction parameters.\nThe model parameters, however, are found to be specific to the experimental\ndata and must be tuned to the particular viscosity dataset. The results\nof this work confirm the assertion of other researchers that the artificial\nneural network (ANN) approach provides a higher accuracy of viscosity\nprediction of mixtures of heavy oil and diluent, compared with empirical\ncorrelations. For a set of 109 viscosity data points of vacuum residual\noil–diluent mixtures, the best empirical correlation shows\nan average absolute deviation percentage (% AAD) of 6.7, while\nthe ANN model shows a value of % AAD = 2.2. ",""
"Research on Determination Method of Oil Viscosity Based on Component Data and Machine Learning Algorithm","https://scispace.com/paper/research-on-determination-method-of-oil-viscosity-based-on-4zjbrroj78","2024","Book Chapter","Springer series in geomechanics and geoengineering","Yang Yu
Yunbo Li
Hedong Sun
Luo Qiang
Zhaopeng Yang
Xiao-yan Geng
Zhang-cong Liu
Xue-Qi Liu","10.1007/978-981-97-0272-5_36","","Under certain conditions, when crude oil is moved by external forces, the property of internal friction generated between crude oil molecules is called crude oil viscosity. The viscosity of crude oil reflects its complex seepage state in porous media. Underground crude oil with high viscosity, always has great flow resistance in porous media, thus the flowing becomes more difficult. Oil viscosity is an indispensable key parameter in the process of dynamic analysis, reservoir engineering calculation and reservoir numerical simulation, which has critical influence on the field of well production or crude oil storage and transportation. Due to different oil viscosity, recovery approach of oil reservoirs, technical measures for storage and transportation, and the quality of oil products will be affected. The composition of crude oil is complicated, but it is mainly composed of carbon and hydrogen elements. The composition has a crucial effect on oil viscosity. Therefore, according to composition data of the actual oil sample, the determination dataset of oil viscosity is constructed together with other key parameters that affect the viscosity of crude oil within the reservoirs. Based on various machine learning algorithms, like extremely randomized trees and XGBoost, determination methods of oil viscosity based on component data and machine learning algorithms are established. In the construction process of computational model of oil viscosity, whole dataset is parted to the training dataset and the testing dataset in the ratio of 8:2. The training dataset is mainly used to determine the best hyper-parameter combination of machine learning algorithm, while the testing dataset is used to determine the accuracy and adaptability of the corresponding method. Compared with methods such as experimental method and empirical formula method, the determination method of oil viscosity based on component data and machine learning algorithm does not require extra experimental costs and has a considerable degree of accuracy. Once the relevant input parameters are determined, the viscosity determination of multiple groups of oil samples could be completed quickly and accurately. ","Oil viscosity determination based on component data and machine learning algorithm is a novel method that accurately predicts oil viscosity based on its composition data."
"A New Modified Compositional Viscosity Model for Medium-heavy Oils","https://scispace.com/paper/a-new-modified-compositional-viscosity-model-for-medium-34ao5fugqi","2013","Journal Article","Petroleum Science and Technology","Bipin Raut
Shirish Patil
Abhijit Dandekar
Santanu Khataniar","10.1080/10916466.2011.566033","","Viscosity of heavy oils is a key parameter in designing potential enhanced oil recovery methods. The recently proposed semiempirical viscosity model by Lindeloff et al. (2004) was studied in depth. This model is the simplest yet powerful tool for medium-heavy oil viscosities. Based on the analysis, appropriate adjustments have been suggested, with the major one being the division of the pressure-viscosity profile into three different regions. New modifications have improved the overall fit, including the saturated viscosities at low pressures. The %AAD for the data sets studied was found to be 1.37. However, with the limited geographically diverse data, it is not possible to make a comprehensive predictive model. A few limitations of the new model are also stated.","The semi-empirical viscosity model proposed by Lindeloff et al. as mentioned in this paper was studied in depth and appropriate adjustments have been suggested, with the major one being the division of the pressure-viscosity profile into three different regions."
"Prediction of Fluid Viscosity in Multiphase Reservoir Oil System by Machine Learning","https://scispace.com/paper/prediction-of-fluid-viscosity-in-multiphase-reservoir-oil-nl2ieg9q6dnj","","","","Lihua Shao
Ru Ji
Shuyi Du
Hongqing Song","10.1155/2021/3223530","","It is important to realize rapid and accurate prediction of fluid viscosity in a multiphase reservoir oil system for improving oil production in petroleum engineering. This study proposed three viscosity prediction models based on machine learning approaches. The prediction accuracy comparison results show that the random forest (RF) model performs accurately in predicting the viscosity of each phase of the reservoir, with the lowest error percentage and highest R2 values. And the RF model is tremendously fast in a computing time of 0.53 s. In addition, sensitivity analysis indicates that for a multiphase reservoir system, the viscosity of each phase of the reservoir is determined by different factors. Among them, the viscosity of oil is vital for oil production, which is mainly affected by the molar ratio of gas to oil (MR-GO).","This study proposes three machine learning models for predicting fluid viscosity in multiphase reservoir oil systems, with the random forest model achieving high accuracy and speed, and identifying molar ratio of gas to oil as a key factor affecting oil viscosity."
"A novel quantitative evaluation method for viscosity reduction effect of heavy oil cold recovery based on the area diffusion process","https://scispace.com/paper/a-novel-quantitative-evaluation-method-for-viscosity-28v6rxiksu","2024","Journal Article","Journal of Molecular Liquids","Bo Ren
Zhongxu Xie
Guang Zhao","10.1016/j.molliq.2024.124882","","After thermal recovery, the emulsification viscosity reduction technology for heavy oil cold recovery exhibits low energy consumption and low cost, making it a promising technology for ongoing heavy oil reservoir development. The evaluation and optimization of viscosity reducer is very important for the cold recovery of heavy oil. Prior research mostly employed the high-speed shear technique to measure viscosity following emulsion formation in order to evaluate viscosity reducers. This method ignores the seepage emulsification process under low dynamic conditions of formation, resulting in the selected viscosity reducer ' qualified but not ideal '. Based on the regional diffusion process, a quantitative evaluation method for cold recovery of heavy oil viscosity reduction is put forward. This method is used to simulate the static emulsification effect of heavy oil under real formation conditions, and quantitative evaluation is carried out. The outcomes demonstrate that, in comparison to the conventional assessment approach, this method is more accurate in selecting a viscosity reducer. Appropriately increasing the concentration of the viscosity reducer can improve the efficiency of viscosity reduction. The viscosity reduction effect improves with reservoir temperature. Heavy oil and viscosity reduction agent may be quickly matched using the prediction model of viscosity reduction in cold recovery of heavy oil developed by orthogonal experiment. At the same time, through field practice, the viscosity reducer chosen by this way has a good oil increase impact on oilfield production. ","A novel quantitative evaluation method for viscosity reduction effect of heavy oil cold recovery based on the area diffusion process accurately selects viscosity reducers and improves oilfield production."
"Experimental measurement and compositional modeling of crude oil viscosity at reservoir conditions","https://scispace.com/paper/experimental-measurement-and-compositional-modeling-of-crude-2oz69atxmj","2020","Journal Article","Journal of The Taiwan Institute of Chemical Engineers","Mohsen Talebkeikhah
Menad Nait Amar
Ali Naseri
Mohammad Humand
Abdolhossein Hemmati-Sarapardeh
Abdolhossein Hemmati-Sarapardeh
Bahram Dabir
Mohamed El Amine Ben Seghier","10.1016/J.JTICE.2020.03.001","","In the present study, experimental and modeling investigations were performed and combined to implement trustworthy paradigms to predict the viscosity value under different circumstances and a wide variety of conditions. The experimental approach was conducted on a considerable number of Iranian crude samples using a Rolling Ball viscometer. Accordingly, more than 1000 experimental points were gained. These latter were utilized as a databank in the modeling approach which included many advanced soft computing techniques, namely radial basis function (RBF) neural network, multilayer perceptron (MLP), support vector regression (SVR), adaptive neuro-fuzzy inference system (ANFIS), decision trees (DTs) and random forest (RF). When performing the modeling tasks using these techniques, two distinct cases were considered: the first includes all available parameters as inputs such as pressure, temperature, API°, Mw of C12+ and the mole fractions till C11; whereas in the second case, a grouping scheme was considered to reduce the number of fractions. The obtained results revealed that DTs for the first case is the best implemented model with an overall average absolute relative deviation (AARD) of 3.379%. In addition, the comparison results with the preexisting approaches showed the superiority of the newly proposed model.","The comparison results with the preexisting approaches showed the superiority of the newly proposed model, DTs, which is the best implemented model with an overall average absolute relative deviation (AARD) of 3.379%."
