"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Relevance","Abstract"
"Exergy-Based Efficiency Analysis of Pyrometallurgical Processes","https://scispace.com/paper/exergy-based-efficiency-analysis-of-pyrometallurgical-1kiair3n8l","2010","Journal Article","Metallurgical and Materials Transactions B-process Metallurgy and Materials Processing Science","Bart Klaasen
Peter-Tom Jones
Dirk Durinck
J. O. Dewulf
Patrick Wollants
Bart Blanpain","10.1007/S11663-010-9424-Y","https://scispace.com/pdf/exergy-based-efficiency-analysis-of-pyrometallurgical-1kiair3n8l.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy-Stodola theorem for calculating entropy generation in exergy analysis of pyrometallurgical streams, but does not address heavy oil biodegradation or related topics.","Exergy-based efficiency analysis provides a powerful tool for optimizing industrial processes. In this article, the use of this technique for pyrometallurgical applications is explored in four steps. First, the exergy concept is introduced, the outline of exergy calculations is presented, and the role of a reference state is discussed. Second, it is shown that an unambiguous exergy calculation for pyrometallurgical streams with a complex, unknown phase composition is not straightforward. Hence, a practical methodology is proposed in which a suitable phase-based stream description is estimated prior to the actual exergy calculation. For this, the equilibrium phase composition is calculated, whereas all known stream properties are incorporated as boundary conditions. Third, the proposed methodology is validated by recalculating literature results. This reveals significant deviations for exergy values of the same pyrometallurgical streams. Our results are probably more accurate because of the incorporation of additional phase-related information. And fourth, a full analysis of a zinc-recycling process is presented. In a base case scenario, the total exergetic efficiency turns out to be only 1.2 pct. Based on this result, different process modifications are suggested and evaluated quantitatively. We find that significant efficiency gains are possible."
"Exergy based method for sustainable energy utilization analysis of a net shape manufacturing system","https://scispace.com/paper/exergy-based-method-for-sustainable-energy-utilization-50jws90lca","2005","","","Jayasankar Sankara","","https://scispace.com/pdf/exergy-based-method-for-sustainable-energy-utilization-50jws90lca.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy-Stodola theorem for entropy generation, but does not discuss heavy oil, biodegradation, reservoirs, biomarkers, or viscosity relationships.","The approach advocated in this work implements energy/exergy analysis and indirectly an irreversibility evaluation to a continuous manufacturing process involving discrete net shape production of compact heat exchangers through a complex controlled atmosphere brazing (CAB) process. The system under consideration involves fifteen cells of a continuous ramp-up heating, melting, reactive flow, isothermal dwell, and rapid quench solidification processing sequence during a controlled atmosphere brazing of aluminum compact heat exchangers. Detailed mass, energy, and exergy balances were performed. The irreversibility sources were identified and the quality of energy utilization at different processing steps determined. It is demonstrated that advanced thermodynamics metrics based on entropy generation may indicate the level of sustainable energy utilization of transient open systems, such as in manufacturing. This indicator may be related to particular property uniformity during materials processing. In such a case, the property uniformity would indicate systems’ distance from equilibrium, i.e., from the process sustainable energy utilization level. This idea is applied to net shape manufacturing process considered. A metric based on exergy destruction is devised to relate the heat exchanger temperature uniformity and the quality. The idea advocated in this thesis will represent the coherent framework for developing energy efficient, economically affordable and environmentally friendly manufacturing technology."
"The Gouy-Stodola Theorem and the derivation of exergy revised","https://scispace.com/paper/the-gouy-stodola-theorem-and-the-derivation-of-exergy-nq7yevi2j7","2020","Journal Article","Energy","Mauro Reini
Melchiorre Casisi","10.1016/J.ENERGY.2020.118486","https://arts.units.it/bitstream/11368/3021619/4/3021619_The%20Gouy-Stodola%20Theorem%20and%20the%20derivation%20of%20exergy%20revised-Energy%20210%20%282020%29%20118486-Post_print.pdf","- **Relevance Score:** 20/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions Gouy-Stodola theorem for allocating irreversibility and exergy destruction, but provides no content on heavy oil biodegradation, reservoirs, biomarkers, or viscosity relationships.",""
"ABSTRACT: Alterations of Venezuelan Crudes due to Biodegradation Processes Measurable by Biomarker Parameters","https://scispace.com/paper/abstract-alterations-of-venezuelan-crudes-due-to-2q932qib59","1998","","","Irenio Berrios
Irene Romero","","https://scispace.com/pdf/abstract-alterations-of-venezuelan-crudes-due-to-2q932qib59.pdf","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses biomarker parameters to assess biodegradation of Venezuelan crudes, but lacks heavy‑oil focus, thermodynamic/exergy analysis, entropy‑viscosity discussion, and Gouy‑Stodola reference.","Geochemistry studies done in the Tia Juana Field of Maracaibo Basin (West of Venezuela) to optimize the geological model for better production strategies, have shown in this country one of the most severe cases of aerobic biodegradation and water washing at shallower depths. The biodegradation of a crude in the reservoir reduces its quality due to a sequential removal of n-alkanes, isoprenoids and other branched alkanes and, eventually some cyclic alkanes and aromatics, as conditions for microbial oxidation become increasingly favorable. (Reed, 1977; Alexander et al., 1983; Volkman et al., 1983; Connan, 1984; Peters and Moldowan, 1991)."
"The effects of biodegradation on biomarker maturity indicators in sequentially biodegraded oils from Liaohe Basin, China","https://scispace.com/paper/the-effects-of-biodegradation-on-biomarker-maturity-2doih65qo9","2009","Journal Article","Science in China Series D: Earth Sciences","JianPing Bao
CuiShan Zhu","10.1007/S11430-009-5015-7","","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes biomarker ratios to assess maturity of biodegraded oils; does not mention heavy oil, thermodynamic/exergy analysis, entropy, viscosity, or reservoir abandonment.","By aid of gas chromatogram/mass spectrometry (GC-MS), the distributions and the compositions of biomarkers in a set of sequentially biodegraded oils from Liaohe Basin, China, have been quantitatively analyzed, and it has been found that during the biodegradation process of crude oils, the molecular maturity parameters such as Ts/Tm, homohopane C31 22S/(22S+22R) and sterane C29 20S/(20S+20R) ratios will be affected to different extent The results show that except homohopane C31 22S/(22S+22R) ratio, Ts/Tm ratio will decrease with increasing biodegradation, but for C29 20S/(20S+20R) ratio, it will almost remain constant in slightly and moderately biodegraded oils, and then will increase quickly in severely biodegraded oils The main reason is that there are some differences in the ability of resistant biodegradation for different isomer of biomarkers with different stereo configuration, resulting in the fact that destroying rate by bacteria for those biomarkers with weak ability will be higher than those with strong ability in resistant biodegradation For example, 18α(H)-22,29,30-trisnorhopanes (Ts) will be destroyed more quickly than 17α(H)-22,29,30-trisnorshopanres (Tm), and 20R isomer is more quickly than 20S isomer for C29 sterane, resulting in the relative ratios changed with increasing biodegradation Therefore, much more attention should be paid to the biodegradation extent of crude oils and the type of biomarker maturity indicators, when the distributions and the compositions of biomarkers in biodegraded oils are used to determine the maturity of biodegraded oils"
"A novel approach for investigating the paleo-oil filling orientations: Constraints by biodegradation evaluation proxies and recovered biomarker parameters","https://scispace.com/paper/a-novel-approach-for-investigating-the-paleo-oil-filling-316onyel1s","2024","Journal Article","","Bingbing Shi
Xiangchun Chang
Tianjiao Liu
Guanlong Zhang
Pengfei Zhang
Youde Xu
Guo Chen","10.1021/acs.energyfuels.4c00231","","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses biomarkers to evaluate biodegradation and infer oil migration directions, but does not address heavy oil, exergy, entropy generation, or Gouy‑Stodola theorem.","The spatial arrangement of methyl groups in biomarkers significantly impacts their polarity and thermal stability, both of which are crucial for the chromatographic effects involved in tracing the direction of oil migration. However, biodegradation can also selectively alter the isomers of these biomarkers based on the positions of their methyl groups, making it challenging to interpret migration directions in biodegraded oils using conventional tracers. Hence, it is imperative to explore novel indicators, such as the biodegradation evaluation parameter, in order to discern the directions of oil migration. However, conventional proxies for evaluating biodegradation, such as C29 25-nor-hopane/C30Hopane (25-NH/H), C2217-nor-tricyclic terpane/C23 tricyclic terpane (17-NT/TT), and the widely used modular analysis and numerical classification of oils (Manco) scale, often have limited applicability and resolution within a narrow range of biodegradation, particularly in long-distance migration scenarios. To address this issue and improve resolution across a broader spectrum of biodegraded oils, we developed a refined approach. This approach uses five homologues, each displaying different levels of resistance to biodegradation, to cover the complete range of biodegradation. Our novel approach provides significantly improved resolution compared to the conventional Manco scale, and our goal is to employ the contour plots generated by this approach to accurately determine the migration direction. To verify the accuracy of our results, we conducted validation experiments using conventional tracers. Our validation experiments included measurements of isomer ratios of pyrrolic and thiophene ring compounds, as well as typical biomarker tracers recovered from the biogenetic information derived from biodegraded oils, specifically (C23TT+C2217-NT)/(C30H+C29 25-NH). Furthermore, we examined structural morphology, density and viscosity, the quantitative grain fluorescence index, the hydrocarbon migration effective pathway index (Hmle), and pore-permeability characteristics for further validation purposes. This refined scale for evaluating biodegradation provides comprehensive insights into biodegraded oils and serves as an essential tool for understanding patterns of hydrocarbon preferential migration and identifying promising exploration targets for biodegraded oils in both the studied regions and elsewhere. "
"Trace element distributions in biodegraded crude oils and fractions from the Potiguar Basin, Brazil","https://scispace.com/paper/trace-element-distributions-in-biodegraded-crude-oils-and-5g4gj7qyb5","2008","Journal Article","Journal of the Brazilian Chemical Society","Christiane B. Duyck
Norbert Miekeley
Teresa C.O. Fonseca
Peter Szatmari
Eugenio V. Santos Neto","10.1590/S0103-50532008000500025","https://scispace.com/pdf/trace-element-distributions-in-biodegraded-crude-oils-and-5g4gj7qyb5.pdf","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses homohopane and gammacerane biomarkers to assess biodegradation; does not discuss heavy oil, exergy, entropy, viscosity, or reservoir abandonment.","Trace element distribution patterns were determined in crude oils from onshore biodegraded reservoirs along a secondary migration trend (Potiguar Basin, Brazil). Samples were fractionated into asphaltenes, paraffins, aromatics and polars and resins for the determination of 22 trace elements by ICP-MS. Most of them are strongly enriched in the resin and asphaltene fractions, but V and Ni are also associated with the aromatic and polar fractions. V, Co, Ni and Mo were influenced by biodegrading processes and accumulate in the most affected and migrated samples. Variations of the Ni/V ratio in aromatics and polars, matching those of homohopane and gammacerane indexes in paraffin, evidenced also the influence of biodegradation. Very similar elemental distribution patterns in oil and corresponding asphaltenes were observed, suggesting that the latter fraction, more refractory than the original oil, can be used as a robust inorganic geochemical fingerprint for oil characterization."
"Comprehensive two-dimensional gas chromatography coupled to time of flight mass spectrometry: new biomarker parameter proposition for the characterization of biodegraded oil","https://scispace.com/paper/comprehensive-two-dimensional-gas-chromatography-coupled-to-3n7az1sc77","2013","Journal Article","Journal of the Brazilian Chemical Society","Renata F. Soares
Ricardo Pereira
Raphael S. F. Silva
Leonardo Mogollon
Débora A. Azevedo","10.5935/0103-5053.20130198","https://scispace.com/pdf/comprehensive-two-dimensional-gas-chromatography-coupled-to-3n7az1sc77.pdf","- **Relevance Score:** 16/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses GC×GC‑TOFMS to identify and propose new biomarker parameters for characterizing heavily biodegraded oils, but provides no thermodynamic, entropy, viscosity, or abandonment analysis.","Comprehensive two-dimensional gas chromatography with time of flight mass spectrometry (GC×GC-TOFMS) is an appropriate technique for the elucidation of molecular composition of petrochemical samples, such as biodegraded oils. Biomarkers were separated and identified, and conventional biomarker ratios were determined via gas chromatography-mass spectrometry (GC-MS) and GC×GC-TOFMS. In the extracted ion chromatogram m/z 123 + 177 + 191, coelutions between tricyclic terpanes, hopanes and 25-nor-hopanes with secohopanes were resolved by GC×GC-TOFMS. GC×GC-TOFMS allowed the identification of complete series of 25-nor-hopanes, nor-gammacerane, C29 28-nor-spergulanes and oleanane not identified by using GC-MS. The biomarker ratios from the studied oils indicated that they derived from marine source rock deposited under anoxic conditions. The higher chromatographic resolution and sensitivity achieved by using GC×GC-TOFMS allowed for three new parameters to characterize biodegraded oils. These results indicated the superiority of GC×GC-TOFMS for separation and identification of individual and non-target compounds in severely biodegraded oils."
"Elements of a Heavy Oil Technology Development Program","https://scispace.com/paper/elements-of-a-heavy-oil-technology-development-program-16706k7i3n","2009","","","Osvair V. Trevisan
Fernando A. França
Clarissa A. Okabe
Antônio C. Lisboa","","https://scispace.com/pdf/elements-of-a-heavy-oil-technology-development-program-16706k7i3n.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Mentions heavy oils formed by biodegradation but provides no analysis of biodegradation, thermodynamics, exergy, biomarkers, entropy, or Gouy‑Stodola applications.","Prospective studies point out that in the short to medium-term, Brazil will incorporate 4 bil- lion barrels to its proved reserves of heavy oil due to ad- vancements in production techniques. As a result, Brazil- ian reserves of heavy oil will reach 7 billion barrels, taking more than a 40% share in the proven volumes. These figures do not account for the reserves of 2 billion barrels of extra-heavy oils that exist in the offshore field of Membro Siri, Campos Basin. Advancements in heavy oil produc- tion techniques will certainly match those numbers as they may unveil new scenarios and even bring closer the pro- duction onset of extra-heavy oils from off-shore fields. Around the world heavy oil has been discovered when looking for conventional oil; and its reservoirs have gener- ally been produced by applying the same techniques as those in the production of light oil. The predictable consequence is that the remaining resources associated with conventional oils have a smaller participation in available natural energy resources, increasing the importance of those resources asso- ciated with heavy oils. On the production side, worldwide the percentage of heavy oils is now slightly over 10%; in Brazil the proportion is still negligible. However, in order to assure the present favorable demand-production relationship, the medium term per- spective requires that the Brazilian share of such oils be above 20% of total produced volume. To accomplish this, the country must develop an integrated program of technol- ogy development. The program must focus on the search for technological solutions supported by scientific knowledge to overcome the challenges associated with the explotation of heavy oil reservoirs located in Brazil's coastal waters. Seek- ing to supplement the efforts of specific corporate programs, technical managers from oil companies and members of the academic community have convened to propose prospective solutions and to set the priority for 40 previously selected projects. The present paper unveils the main conclusions drawn, starting from the challenges posed by all branches of the area, to the actions envisioned to tackle them."
"Time to Take the Thermodynamics of Irreversible Processes into Consideration to describe in vivo Biodegradation","https://scispace.com/paper/time-to-take-the-thermodynamics-of-irreversible-processes-2nugufc1","2022","Journal Article","","Alexandre A Vetcher","10.54026/rdps/1004","https://scispace.com/pdf/time-to-take-the-thermodynamics-of-irreversible-processes-2nugufc1.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Proposes a thermodynamic view of in vivo biodegradation using irreversible process concepts, but lacks heavy‑oil focus, exergy calculations, reservoir or biomarker context, viscosity or Gouy‑Stodola details.","Contemporary studies usually consider in vivo biodegradation as the unidirectional asymptotic process that could be approximated by a hyperbola-style equation. Recent observations demonstrate, that this process should be considered rather as an interaction of both synthesis and decay. These observations, probably, possess deeper roots in the thermodynamics of irreversible processes (TIP) which allows considering lifeassociated processes in connection with dissipative structures, distributing energy from the flow organized by centralized aerobic-anaerobic energy balance compensation (CAAEBC) system. In our review, we propose to take a wider and deeper view of in vivo biodegradation from this viewpoint."
"Thermal Alteration of Viscous Crude Oils","https://scispace.com/paper/thermal-alteration-of-viscous-crude-oils-48q3m3uj0b","1990","Journal Article","Spe Reservoir Engineering","R. Fassihi Mohammed
Kevin O. Meyers
Kirk R. Weisbrod","10.2118/14225-PA","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses biodegraded crude samples in thermal alteration experiments, but does not discuss biodegradation mechanisms, exergy, reservoir abandonment, biomarkers, or entropy‑viscosity relationships.","At temperatures encountered during thermal recovery, crude oil may undergo compositional changes that permanently reduce viscosity. An increase in the crude's API gravity and the formation of solids and gas accompany these viscosity reductions. This paper presents results of a laboratory study on thermal alteration of two biodegraded crudes and one immature heavy oil over a temperature range from 77 to 780{degrees}F (25 to 416{degrees}C) at reaction times up to 350 hours. Experimental results indicate that up to a 1,000-fold reduction in viscosity can occur. Compositional changes accompanying thermal alteration are discussed and correlated to changes in the physical properties. The authors show that the viscosity and density of the reacted oil can be predicted from the net change in the carbon number distribution determined by simulated distillation. A kinetic model was developed and compared with laboratory results and published data."
"The controls on the composition of biodegraded oils in the deep subsurface: Part II—Geological controls on subsurface biodegradation fluxes and constraints on reservoir-fluid property prediction","https://scispace.com/paper/the-controls-on-the-composition-of-biodegraded-oils-in-the-26oposx9v1","2006","Journal Article","AAPG Bulletin","Steve Larter
Haiping Huang
Jennifer D. Adams
Barry Bennett
Olufemi Jokanola
Thomas B. P. Oldenburg
Martin Jones
Ian M. Head
Cindy Riediger
Martin G. Fowler","10.1306/01270605130","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Analyzes biodegradation controls and viscosity gradients in deep‑subsurface oils (including heavy tar‑sand oils) but provides no thermodynamic/exergy analysis, biomarkers, entropy generation, or Gouy‑Stodola discussion.","The principal controls on the fluid properties of biodegraded oil systems have been determined by a combination of petroleum geochemistry, numerical modeling of oil biodegradation in reservoirs, and analysis of oil property data sets from a variety of geological settings. Petroleum biodegradation proceeds under anaerobic conditions in any reservoir that has a water leg and has not been heated to temperatures more than 80C. In most reservoirs with low concentrations of aqueous sulfate, methanogenic degradation is a primary mechanism of petroleum degradation, whereas in waters containing abundant sulfate, sulfate reduction and sulfide production may dominate. Net degradation of petroleum fractions in reservoirs is primarily controlled by the reservoir temperature, the chemical compounds being degraded, and relationships between the oil-water contact (OWC) area and oil volume. The relative volumes of water leg to oil leg, prior level of oil biodegradation, and reservoir water salinity act as second-order controls on the process. Typically, degradation fluxes (kilograms of petroleum destroyed per square meter of oil-water contact area per year or kg petroleum m2 OWC yr1) for fresh petroleum in clastic reservoirs are in the range of 103–104 kg petroleum m2 OWC yr1 and increase with decreasing reservoir temperature, from zero near 80C, to a maximum flux at the OWC of less than 103 kg petroleum m2 OWC yr1 at a temperature less than 40C. At very low reservoir temperatures and with severely degraded oils, such as are seen in the near-surface Canadian tar sands at the present day, the net degradation fluxes are much less than maximum values. Nutrient supply from the aquifer and adjacent shales, mostly buffered by mineral dissolution, probably provides the ultimate control on the range of degradation flux values. Oil compositional gradients and resulting oil viscosity variations are common on both reservoir thickness and field scales in biodegraded oil reservoirs and are a defining characteristic of heavy oil fields produced by crude-oil biodegradation. Continuous vertical gradients in the oil columns document episodic degradation for many millions of years, suggesting that the time scales of oil-field degradation and petroleum charging are similar. The flux-temperature relationship we have derived, coupled with typical reservoir charge histories, defines the range of variation of fluid properties seen in many biodegraded oil provinces and identifies oil charge, mixing of biodegraded and fresh oils, and reservoir-temperature history as the primary controls on fluid properties. These flux-temperature relationships are easily integrated into prospect charge modeling procedures; sensitivity analyses show that the limiting factor in fluid property predictions, using even this first-level approach, are ultimately constrained by the accuracy of current oil-charge modeling estimates. The absence today of any functional geochemical proxies for assessing oil-residence time in oil fields and the substantial uncertainty in petroleum-charging times estimated by forward basin modeling is a major obstacle to more accurate fluid-property predictions that needs to be addressed."
"Anaerobic hydrocarbon biodegradation in deep subsurface oil reservoirs","https://scispace.com/paper/anaerobic-hydrocarbon-biodegradation-in-deep-subsurface-oil-2hoq8ygl39","2004","Journal Article","Nature","Carolyn M. Aitken
David Jones
Steve Larter
Steve Larter","10.1038/NATURE02922","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Detects anaerobic degradation metabolites in many oil samples, including tar sands, suggesting widespread biodegradation but does not cover thermodynamics, exergy, entropy, viscosity, or reservoir abandonment.","Biodegradation of crude oil in subsurface petroleum reservoirs is an important alteration process with major economic consequences. Aerobic degradation of petroleum hydrocarbons at the surface is well documented and it has long been thought that the flow of oxygen- and nutrient-bearing meteoric waters into reservoirs was necessary for in-reservoir petroleum biodegradation. The occurrence of biodegraded oils in reservoirs where aerobic conditions are unlikely, together with the identification of several anaerobic microorganisms in oil fields and the discovery of anaerobic hydrocarbon biodegradation mechanisms, suggests that anaerobic degradation processes could also be responsible. The extent of anaerobic hydrocarbon degradation processes in the world's deep petroleum reservoirs, however, remains strongly contested. Moreover, no organism has yet been isolated that has been shown to degrade hydrocarbons under the conditions found in deep petroleum reservoirs. Here we report the isolation of metabolites indicative of anaerobic hydrocarbon degradation from a large fraction of 77 degraded oil samples from both marine and lacustrine sources from around the world, including the volumetrically important Canadian tar sands. Our results therefore suggest that anaerobic hydrocarbon degradation is a common process in biodegraded subsurface oil reservoirs."
"Effects of resin degradation and biological emulsification on the viscosity break of heavy oils","https://scispace.com/paper/effects-of-resin-degradation-and-biological-emulsification-3t8j55333i","2012","Journal Article","Acta Petrologica Sinica","LI Guoqiang","","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses bacteria to degrade resin and emulsify heavy oil, cutting viscosity, but provides no exergy, entropy, reservoir abandonment or Gouy‑Stodola analysis.","Bacillus spQB26 is a strain of thermophilic hydrocarbon-degrading bacteria which can utilize resins as the sole carbon source for growthIn the mineral salt medium(MSM) with 2% resins as the only carbon source,the degradation rate of resins could reach 4596% after the 14-day aerobic culture at 55℃Under the same conditions,the QB26 fermentation could perfectly emulsify the same volume of a heavy oil(with the viscosity of 1 146 mPa·s at 55℃) by reducing the viscosity by 6649%When this oil was degraded by the combination of QB26 and pseudomonas spT-1(V QB26∶V T-1=1∶1),we found emulsifying effects improved greatly because the emulsion stability increased and the average partial size was 1788 μm,being reduced by 673%Meanwhile,the viscosity of the heavy oil was 511 mPa·s,only 045% of the original viscosityIn addition,experiments of the indoor homogeneous/heterogeneous core physical simulation showed that this system could improve the oil recovery of the simulated reservoir by 144% and 2238%,respectivelyThese experiments achieved dual effects of viscosity break by means of resin biodegradation and biological emulsion,which can significantly improve the mobility of crude oils"
"Biomarker gradients of super-viscous oil as an estimation method of oil-water distribution","https://scispace.com/paper/biomarker-gradients-of-super-viscous-oil-as-an-estimation-2xofykuznc","2019","Journal Article","Geosystem Engineering","Artem E. Chemodanov
Vladislav A. Sudakov
Rinat Khayrtdinov
Regina Safina","10.1080/12269328.2019.1603124","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses biomarker gradients to estimate water saturation in a super‑viscous oil reservoir; mentions biodegradation but lacks thermodynamic, exergy, abandonment, entropy or Gouy‑Stodola analysis.","In this article, we consider a promising method for estimating the water saturation of a super-viscous oilfield (hereinafter, SVO field) in the case of Cheremshansky oilfield, Russian Feder..."
"Machine Learning for FT-ICR MS Analysis: Predicting Origin, Thermal Evolution, and Biodegradation of Crude Oils","https://scispace.com/paper/FrIIYokF4ggJ","","","","JV Roque
LC da Silva
DMM Franco
GS Lima","","https://pubs.acs.org/enfuem/article-pdf/40/26/13761/65308665/acs.energyfuels.6c00156.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses ML to predict crude oil biodegradation, but does not discuss heavy oil specifically, thermodynamic/exergy analysis, reservoir abandonment, biomarkers, entropy generation, viscosity, or Gouy‑Stodola.",""
"Combining biomarker and bulk compositional gradient analysis to assess reservoir connectivity","https://scispace.com/paper/combining-biomarker-and-bulk-compositional-gradient-analysis-hyuigl5ku4","2010","Journal Article","Organic Geochemistry","Andrew E. Pomerantz
G. Todd Ventura
Amy M. McKenna
Jesus Cañas
John Auman
Kyle Ross Koerner
David J. Curry
Robert K. Nelson
Christopher M. Reddy
Ryan P. Rodgers
Alan G. Marshall
Kenneth E. Peters
Oliver C. Mullins","10.1016/J.ORGGEOCHEM.2010.05.003","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses biomarkers to infer biodegradation in a reservoir, but provides no thermodynamic, exergy, entropy, viscosity, or abandonment analysis.",""
"Sustainable production of hydrocarbon fields guided by full-cycle exergy analysis","https://scispace.com/paper/sustainable-production-of-hydrocarbon-fields-guided-by-full-281dgixv6e","2019","Journal Article","Journal of Petroleum Science and Engineering","Rouhi Farajzadeh","10.1016/J.PETROL.2019.106204","https://repository.tudelft.nl/islandora/object/uuid%3A24489ee1-0ae3-48de-ace3-9b1414bc47e1/datastream/OBJ/download","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** ",""
"The physical foundation for describing reservoir oil displacement process with exergy transfer","https://scispace.com/paper/the-physical-foundation-for-describing-reservoir-oil-vhldkf70jztl","","","","Qing-lin CHENG
Yang LIU
Xin-yao XIANG","10.3969/j.issn.1007-2691.2010.01.003","","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Uses exergy transfer theory to describe oil displacement mechanisms, but lacks biodegradation focus, entropy or viscosity discussion, and does not mention Gouy‑Stodola or biomarkers.","In oil and gas transport dynamics the fluid potential can characterize the comprehensive driving force of the driven fluid,its concept can unify transport,accumulation and dissipation of oil and gas.In seepage mechanics the transport process of oil and gas was seen as homogeneous multi-phase flow process in macroscopical scale,and the relation between force and motion velocity was expressed by Darcy Law.On the basis of above,the physical explanation of exergy transfer to oil displacement process was deeply discussed.It was illuminated that exergy transfer corresponds to the related theory of oil and gas transport dynamics and seepage mechanics from the points of flow potential,driving ability and driving velocity.Finally,the oil displacement mechanism of multi-field synergy based on exergy transfer theory was described,which is clear,succinct and can felicitously reflect practical process,thus it is showed that using exergy transfer to describe oil displacement process is reasonable and necessary."
"Exergy of an open continuous medium","https://scispace.com/paper/http://arxiv.org/abs/2208.12785v3","2022","Preprint","","F. Becattini","10.1103/PhysRevE.107.034135","https://arxiv.org/pdf/2208.12785v3","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Derives exergy balance for open continuous media, but lacks any mention of heavy oil, biodegradation, reservoirs, biomarkers, viscosity, or Gouy‑Stodola.","Exergy is a very important thermodynamic quantity in several fields such as economy, engineering, ecology and yet it has attracted little attention in pure physics. One of the main problems of the currently used definition of exergy is its dependence on an arbitrarily chosen reference state, which is the thermodynamic state of a reservoir the system is supposedly in contact with. In this paper, starting from a very general definition of exergy, a formula is derived for the exergy balance of a general open continuous medium without any reference to an external environment. A formula is also derived for the most suitable thermodynamic parameters of the Earth atmosphere when seen as an external environment in the usual exergy applications."
"Caracterização geoquímica molecular de arenitos asfálticos a partir da desagregação branda de asfaltenos","https://scispace.com/paper/caracterizacao-geoquimica-molecular-de-arenitos-asfalticos-a-luuib14jfa","2013","","","Fernanda Lins da Costa
Laercio Lopes Martins
Georgiana Feitosa da Cruz
Lívia Carvalho Santos
Alexsandro Araujo da Silva","10.21715/GB.V27I2.382","https://scispace.com/pdf/caracterizacao-geoquimica-molecular-de-arenitos-asfalticos-a-luuib14jfa.pdf","- **Relevance Score:** 12/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Oxidizes asphaltenes to free occluded biomarkers, noting biodegradation of maltenes, but provides no thermodynamic, exergy, entropy, viscosity, or reservoir abandonment analysis.","Uma quantidade significativa de hidrocarbonetos, provavelmente remanescentes do “oleo original”, fica retido (ocluido) no interior da matriz de asfaltenos e protegido dos processos de alteracao secundaria que ocorreram posteriormente nos reservatorios de petroleo. Neste trabalho fez-se uma reacao de oxidacao dos asfaltenos usando NaIO4-NaH2PO4 em amostras de arenitos asfalticos, com o intuito de liberar os hidrocarbonetos ocluidos e recuperar a informacao geoquimica molecular original dessas amostras fortemente degradadas por processos pos-deposicionais. Os resultados obtidos a partir da analise SARA e do monitoramento seletivo dos ions-fragmentos em m/z 85, 177, 191 e 217 revelaram que os componentes do petroleo estavam protegidos pela estrutura asfaltenica e que a reacao de oxidacao foi eficiente na sua liberacao. Alem disso, observou-se que a severa biodegradacao presente nos maltenos livres e ausente nos ocluidos interfere e mascara os parâmetros geoquimicos. Portanto, concluiu-se que o estudo dos biomarcadores ocluidos em estruturas asfaltenicas e uma ferramenta valiosa na interpretacao de parâmetros geoquimicos para caracterizacao de petroleos, visto que estes sao remanescentes do “oleo original”."
"The Exergy Fields in Processes","https://scispace.com/paper/the-exergy-fields-in-processes-4e5ft4pjyx","2008","Proceedings Article","","Noam Lior","10.1063/1.2979055","https://scispace.com/pdf/the-exergy-fields-in-processes-4e5ft4pjyx.pdf","- **Relevance Score:** 10/100
- **Relevance Tag:** Low Relevance
- **Reasoning:** Reviews exergy analysis for combustion and desiccation processes; does not address heavy oil biodegradation, reservoir abandonment, biomarkers, or viscosity effects, only briefly mentions Gouy historically.","This paper is a very brief review of the method for analyzing the space and time dependent exergy and irreversibility fields in processes. It presents the basic equations, the method for their use, and three examples from the work of the author and his former graduate students: flow desiccation, combustion of oil droplets, and combustion of pulverized coal. Conclusions from this Second Law analysis are used to attempt process improvement suggestions."
