"Paper Title","Paper Link","Publication Year","Publication Type","Publication Title","Author Names","DOI","PDF Link","Abstract","TL;DR"
"Chemical Methods for Ugnu Viscous Oils","https://scispace.com/paper/chemical-methods-for-ugnu-viscous-oils-3tgafpjpgs","2012","Report","","Kishore Mohanty","10.2172/1048103","https://scispace.com/pdf/chemical-methods-for-ugnu-viscous-oils-3tgafpjpgs.pdf","The North Slope of Alaska has large (about 20 billion barrels) deposits of viscous oil in Ugnu, West Sak and Shraeder Bluff reservoirs. These shallow reservoirs overlie existing productive reservoirs such as Kuparuk and Milne Point. The viscosity of the Ugnu reservoir on top of Milne Point varies from 200 cp to 10,000 cp and the depth is about 3300 ft. The same reservoir extends to the west on the top of the Kuparuk River Unit and onto the Beaufort Sea. The depth of the reservoir decreases and the viscosity increases towards the west. Currently, the operators are testing cold heavy oil production with sand (CHOPS) in Ugnu, but oil recovery is expected to be low (< 10%). Improved oil recovery techniques must be developed for these reservoirs. The proximity to the permafrost is an issue for thermal methods; thus nonthermal methods must be considered. The objective of this project is to develop chemical methods for the Ugnu reservoir on the top of Milne Point. An alkaline-surfactant-polymer (ASP) formulation was developed for a viscous oil (330 cp) where as an alkaline-surfactant formulation was developed for a heavy oil (10,000 cp). These formulations were tested in one-dimensional and quarter five-spot Ugnu sand packs. Micromodel studies were conducted to determine the mechanisms of high viscosity ratio displacements. Laboratory displacements were modeled and transport parameters (such as relative permeability) were determined that can be used in reservoir simulations. Ugnu oil is suitable for chemical flooding because it is biodegraded and contains some organic acids. The acids react with injected alkali to produce soap. This soap helps in lowering interfacial tension between water and oil which in turn helps in the formation of macro and micro emulsions. A lower amount of synthetic surfactant is needed because of the presence of organic acids in the oil. Tertiary ASP flooding is very effective for the 330 cp viscous oil in 1D sand pack. This chemical formulation includes 1.5% of an alkali, 0.4% of a nonionic surfactant, and 0.48% of a polymer. The secondary waterflood in a 1D sand pack had a cumulative recovery of 0.61 PV in about 3 PV injection. The residual oil saturation to waterflood was 0.26. Injection of tertiary alkaline-surfactant-polymer slug followed by tapered polymer slugs could recover almost 100% of the remaining oil. The tertiary alkali-surfactant-polymer flood of the 330 cp oil is stable in three-dimensions; it was verified by a flood in a transparent 5-spot model. A secondary polymer flood is also effective for the 330 cp viscous oil in 1D sand pack. The secondary polymer flood recovered about 0.78 PV of oil in about 1 PV injection. The remaining oil saturation was 0.09. The pressure drops were reasonable (<2 psi/ft) and depended mainly on the viscosity of the polymer slug injected. For the heavy crude oil (of viscosity 10,000 cp), low viscosity (10-100 cp) oil-in-water emulsions can be obtained at salinity up to 20,000 ppm by using a hydrophilic surfactant along with an alkali at a high water-to-oil ratio of 9:1. Very dilute surfactant concentrations (~0.1 wt%) of the synthetic surfactant are required to generate the emulsions. It is much easier to flow the low viscosity emulsion than the original oil of viscosity 10,000 cp. Decreasing the WOR reverses the type of emulsion to water-in-oil type. For a low salinity of 0 ppm NaCl, the emulsion remained O/W even when the WOR was decreased. Hence a low salinity injection water is preferred if an oil-in-water emulsion is to be formed. Secondary waterflood of the 10,000 cp heavy oil followed by tertiary injection of alkaline-surfactants is very effective. Waterflood has early water breakthrough, but recovers a substantial amount of oil beyond breakthrough. Waterflood recovers 20-37% PV of the oil in 1D sand pack in about 3 PV injection. Tertiary alkali-surfactant injection increases the heavy oil recovery to 50-70% PV in 1D sand packs. As the salinity increased, the oil recovery due to alkaline surfactant flood increased, but water-in-oil emulsion was produced and pressure drop increased. With low salinity (deionized) water, the oil recovery was lower, but so was the pressure drop because only oil-in-water emulsion was produced. Secondary waterflood of the 10,000 cp heavy oil in 5-spot sand packs recovers 30-35% OOIP of the oil in about 2.5 PV injection. Tertiary injection of the alkaline-surfactant solution increases the cumulative oil recovery from 51 to 57% OOIP in 5-spot sand packs. As water displaces the heavy oil, it fingers through the oil with a fractal structure (fractal dimension = 1.6), as seen in the micromodel experiments. Alkaline-surfactant solution emulsifies the oil around the brine fingers and flows them to the production well. A fractional flow model incorporating the effect of viscous fingering was able to match the laboaratory experiments and can be used in reservoir simulators. The chemical techniques look promising in the laboratory and should be tested in the fields.","In this paper, the authors developed chemical methods for the Ugnu reservoir on the top of Milne Point in the North Slope of Alaska, which is used for cold heavy oil production with sand."
"Machine Learning Applied to Viscosity Prediction: A Case Study","https://scispace.com/paper/machine-learning-applied-to-viscosity-prediction-a-case-3bk5wiycc5","2023","Journal Article","WSEAS transactions on computers","Gil Vera Victor Daniel","10.37394/23205.2023.22.31","","Viscosity emerges as a physical property of primary importance in the modeling of flow within a porous medium, as well as in the processes of production, transport, and refining of crude oils. The direct measurement of viscosity is carried out through laboratory tests applied to samples extracted from the bed of a well, being these samples characterized by their difficult collection and the considerable time lapse required for their acquisition. Several techniques have been developed to estimate viscosity, among which the empirical correlation with Nuclear Magnetic Resonance logs stands out. This study presents a methodology for creating a representative predictive viscosity model, adapted to specific reservoir conditions, using measurements and well logs using machine learning techniques, in particular, Support Vector Machines (SVM). It is concluded that SVM trained with a polynomial kernel (R² = 0.947, MSE = 631.21, MAE = 15.16) exhibits superior performance compared to SVM trained with linear and RBF kernels. These results suggest that SVMs constitute a robust machine-learning technique for predicting crude viscosity in this context.","It is concluded that SVM trained with a polynomial kernel exhibits superior performance compared to SVM trained with linear and RBF kernels, suggesting that SVMs constitute a robust machine-learning technique for predicting crude viscosity in this context."
"Predicting Viscosities of Heavy Oils and Solvent–Heavy Oil Mixtures Using Artificial Neural Networks","https://scispace.com/paper/predicting-viscosities-of-heavy-oils-and-solvent-heavy-oil-5de0xlkusy","2021","Journal Article","Journal of Energy Resources Technology-transactions of The Asme","Zehua Chen
Daoyong Yang","10.1115/1.4049603","","\n This study investigates the potential of artificial neural networks (ANNs) to accurately predict viscosities of heavy oils (HOs) as well as mixtures of solvents and heavy oils (S–HOs). The study uses experimental data collected from the public domain for HO viscosities (involving 20 HOs and 568 data points) and S–HO mixture viscosities (involving 12 solvents and 4057 data points) for a wide range of temperatures, pressures, and mass fractions. The natural logarithm of viscosity (instead of viscosity itself) is used as predictor and response variables for the ANNs to significantly improve model performance. Gaps in HO viscosity data (with respect to pressure or temperature) are filled using either the existing correlations or ANN models that innovatively use viscosity ratios from the available data. HO viscosities and mixture viscosities (weight-based, molar-based, and volume-based) from the trained ANN models are found to be more accurate than those from commonly used empirical correlations and mixing rules. The trained ANN model also fares well for another dataset of condensate-diluted HOs.","In this paper, artificial neural networks (ANNs) were used to predict viscosities of heavy oils (HOs) as well as mixtures of solvents and heavy oils."
"Support vector regression and functional networks for viscosity and gas/oil ratio curves estimation","https://scispace.com/paper/support-vector-regression-and-functional-networks-for-4o5av7cqsf","2011","Journal Article","International Journal of Computational Intelligence and Applications","Amar Khoukhi
Munirudeen A. Oloso
Mostafa Elshafei
Abdulazeez Abdulraheem
Abdulaziz Al-Majed","10.1142/S1469026811003100","","In oil and gas industry, prior prediction of certain properties is needed ahead of exploration and facility design. Viscosity and gas/oil ratio (GOR) are among those properties described through curves with their values varying over a specific range of reservoir pressures. However, the usual single point prediction approach could result into curves that are inconsistent, exhibiting scattered behavior as compared to the real curves. Support Vector Regressors and Functional Networks are explored in this paper to solve this problem. Inputs into the developed models include hydrocarbon and non-hydrocarbon crude oil compositions and other strongly correlating reservoir parameters. Graphical plots and statistical error measures, including root mean square error and average absolute percent relative error, have been used to evaluate the performance of the models. A comparative study is performed between the two techniques and with the conventional feed forward artificial neural networks. Most importantly, the predicted curves are consistent with the shapes of the physical curves of the mentioned oil properties, preserving the need of such curves for interpolation and ensuring conformity of the predicted curves with the conventional properties.","Support Vector Regressors and Functional Networks are explored in this paper to solve the problem of prior prediction of certain properties of oil and gas industry, preserving the need of such curves for interpolation and ensuring conformity of the predicted curves with the conventional properties."
"Radial-basis-function-based nuclear magnetic resonance heavy oil viscosity prediction model for a Kuwait viscous oil field","https://scispace.com/paper/radial-basis-function-based-nuclear-magnetic-resonance-heavy-3px1pjj7dh","2016","Journal Article","Interpretation","Khalid Ahmad
Faisal Hassan
Prasanta Kumar Mishra
Waleed Al-Khamees
Wei Shao
Songhua Chen
Magdalena Traico Sandor
Yuesheng Cheng","10.1190/INT-2015-0121.1","","Characterizing heavy oil viscosity by nuclear magnetic resonance (NMR) relaxation time (T1 and T2) measurements is much more challenging than characterizing light oil viscosities. Crude oils contain a wide range of hydrocarbons, resulting in broad T1 and T2 distributions that vary with the oil composition. Most often, a single geometric mean value T1,gm or T2,gm is correlated with the crude oil viscosity, which cannot accurately account for the inherent complexity of the oil constituent information. Furthermore, as the viscosity increases, some of the protons in the oil relax too quickly to be observable by logging or laboratory NMR instruments. This results in deficiencies of relaxation time and signal amplitude that give rise to apparent T1 and T2 distributions (T1,app and T2,app) and apparent hydrogen index (HIapp). Using T1,app and T2,app distributions in NMR viscosity models could produce erroneous heavy oil viscosity estimations. Several attempts have been made to overcome these challenges b...","In this paper, the authors proposed a method for characterizing heavy oil viscosity by nuclear magnetic resonance (NMR) relaxation time (T1 and T2) measurements, which can accurately account for the inherent complexity of the oil constituent information."
"Modelo matemático para la predicción de la viscosidad de crudos pesados muertos producidos en el Estado Monagas, Venezuela","https://scispace.com/paper/modelo-matematico-para-la-prediccion-de-la-viscosidad-de-2whebtu7fg","2017","Journal Article","","Tomás Darío Marín Velásquez","10.29019/ENFOQUEUTE.V8N3.164","http://scielo.senescyt.gob.ec/pdf/enfoqueute/v8n3/1390-6542-enfoqueute-8-03-00016.pdf","Viscosity is the property of fluids to oppose movement when a cutting effort is applied on them to convey them from one point to another. Heavy oil has a high viscosity greater than 1000 cP, which makes it difficult to transport. The present work shows a mathematical model for the prediction of the viscosity of dead heavy oils produced in the fields of Monagas State, Venezuela. For the development of the work, 25 samples of oil were collected and the viscosity was measured at 5 temperatures, in addition to the API gravity and the percentage of Asphaltenes. The data were introduced in the Statgraphics Centurion XVI statistical package and through multiple regression analysis two mathematical models were obtained, 1) linear multiple and 2) multiple nonlinear; The best model being divided according to its coefficient of determination R2 and the average relative error (ARE). The selected model was compared with the Glaso, Bennison and Naseri models. The nonlinear multiple model with R2 of 0.9792 and ARE of 5.05% was obtained as the best model, surpassing the models of Glaso (35.5% ARR, Bennison (107.5% ARE) and Naseri (61.7% ARE).","In this paper, a mathematical model for the prediction of the viscosity of dead heavy oils produced in the fields of Monagas State, Venezuela was presented, and the best model was compared with the Glaso, Bennison and Naseri models."
"A Viscosity Correlation for Mixtures of Heavy Oil, Bitumen, and Petroleum Fractions","https://scispace.com/paper/a-viscosity-correlation-for-mixtures-of-heavy-oil-bitumen-4f6go1iri2","1984","Journal Article","Society of Petroleum Engineers Journal","W.R. Shu","10.2118/11280-PA","","High viscosity is a major constraint in the recovery and transportation of heavy crudes and tar sand bitumens. Viscosity reduction may be achieved by mixing the crude with a light petroleum solvent. This paper presents a generalized correlation for calculating viscosities of such mixtures. A power-law mixing rule was generalized by use of the Einstein-type relationship for the viscosities of infinitely dilute solutions. Literature and in-house data were compiled to establish the correlation. The final correlation requires only density and viscosity of the two fluids to predict blending viscosity at any mixture composition. The correlation is tested with heavy-oil/solvent blending data and gives an excellent prediction of the blending viscosities.","In this paper, a generalized correlation for calculating viscosities of such mixtures was presented by using the Einstein-type relationship for the viscosity of infinitely dilute solutions."
"Undersaturated Oil Viscosity Based on Multi-Gene Genetic Programming","https://scispace.com/paper/undersaturated-oil-viscosity-based-on-multi-gene-genetic-1bmvio44","2022","Journal Article","Journal of Energy Resources Technology-transactions of The Asme","E.M. El-M. Shokir
Azza El-s. Ibrahim","10.1115/1.4055396","","
 Undersaturated oil viscosity is an important physical property for reservoir simulation, enhanced oil recovery, and optimal production. There are two distinct methods for undersaturated oil viscosity determination: the first one is experimental measurements which are usually expensive or unavailable; whereas the second one is empirical correlations which frequently have appropriate accuracy. Accordingly, searching for a high reliability undersaturated oil viscosity model is vital. This paper presents a new undersaturated crude oil viscosity model by using multi-gene genetic programming (MGGP). This model was built by using 528 experimental measurements data points that presents broad range of reservoir pressure and oil properties. Another, 276 points were used for validating and testing the new model against eleven published correlations. The results indicated that the new MGGP-based model yields a precise prediction of undersaturated oil viscosity.","In this article , a new undersaturated crude oil viscosity model by using multi-gene genetic programming (MGGP) was presented, which was built by using 528 experimental measurements data points that presents broad range of reservoir pressure and oil properties."
"Oil Viscosity Models for Greater Burgan Oilfield-Kuwait","https://scispace.com/paper/oil-viscosity-models-for-greater-burgan-oilfield-kuwait-kputzcavf7","","Journal Article","International journal of petroleum and petrochemical engineering","Asrar AlShammari
Osamah Alomair
Adel M. Elsharkawy","10.20431/2454-7980.0802002","",": In the petroleum industry, the prediction of viscosity using correlations is commonly used for solving many reservoir engineering and surface production problems. In the last seven decades, several black oil viscosity models have been developed. However, these models may only be suitable for the geological regions for which they were developed and may not provide acceptable results for crude oils for other regions. The purpose of this paper is to create a comprehensive oil viscosity models for the Greater Burgan Oilfield-Kuwait which is the second-largest oil field in the world with estimated recoverable oil of nearly 6% of the world's proven conventional oil reserve. Therefore, 824 data points of oil viscosity measurements for the Greater Burgan Oil Field has been used to evaluate the accuracy of the published models and later used to develop a new oil viscosity models for estimating dead, saturated, bubble point, and under saturated oil viscosities. The validity and accuracy of the proposed models were confirmed by comparing their predictions with 166 measured data points from the field itself. These new models showed better accuracy in estimating oil viscosity in all pressure and temperatures ranges, compared to previously published viscosity ones. Additionally, the results show that using the newly developed black oil models, the viscosity of Greater Burgan Oil Field crudes can be predicted with AARE values of 5.86% for dead oil, 4.8% for saturated oil, 5.4% at bubble point, and 1.9% for undersaturated oil. The new models will improve our predications of oil flow rate, pressure drop in tubing and flow lines and hence the design of production equipment and surface facilities. These models can easily be integrated into reservoir simulation for planning primary, secondary and EOR studies.","Oil viscosity models for the Greater Burgan Oilfield-Kuwait are developed using a large dataset of viscosity measurements. The new models show better accuracy in estimating oil viscosity in all pressure and temperatures ranges compared to previously published models."
"Forecasting Dead Oil Viscosity Using Machine Learning Processes for Niger Delta Region","https://scispace.com/paper/forecasting-dead-oil-viscosity-using-machine-learning-2gz3if3hk4","2024","Journal Article","International Journal of Current Science Research and Review","Origbo, Oghenechovwe Augustine
Mbachu Ijeoma Irene","10.47191/ijcsrr/v7-i1-81","","Prediction of Dead oil viscosity using experimental measurements is highly exorbitant and time consuming, hence the use of forecasting models. Dead oil viscosity is a very important PVT parameter that solve numerous reservoir engineering problems and one of the most required factors for enhanced oil recovery processes. This study utilized two machine learning algorithms of Artificial Neural Network (ANN) and Support Vector Machine (SVM) to predict dead oil viscosity. A total number of 243 data set was obtained from PVT report from Niger-Delta, out of which, 70% were used to train the models, 15% for testing and 15% for validation. Quantitative and qualitative analysis was carried out to compare the performance and reliability of the new developed machine learning models with some selected empirical correlations. The result revealed that the Artificial Neural Network Outperformed Support Vector Machine (SVM) as well as common dead oil viscosity empirical correlations with the best rank of 0.144, highest correlation coefficient of 0.984, Mean Absolute Error (Ea) of 0.205, with a better performance plot, followed by Support Vector Machine model with correlation coefficient of 0.926, Mean Absolute Error (Ea) of 0.199 and the rank of 0.176. The new developed Artificial Neural Network model can potentially replace the empirical models for dead oil viscosity predictions for Niger Delta region.","Forecasting dead oil viscosity using machine learning models for Niger Delta region is a viable alternative to traditional methods. The ANN model outperformed the SVM model and empirical correlations, achieving the highest correlation coefficient and lowest mean absolute error."
"Forecasting Dead Oil Viscosity Using Machine Learning Processes for Niger Delta Region","https://scispace.com/paper/forecasting-dead-oil-viscosity-using-machine-learning-2btwdcxbprgt","2024","Repository","","Mbachu Ijeoma Irene","10.5281/zenodo.10597889","","Abstract : Prediction of Dead oil viscosity using experimental measurements is highly exorbitant and time consuming, hence the use of forecasting models. Dead oil viscosity is a very important PVT parameter that solve numerous reservoir engineering problems and one of the most required factors for enhanced oil recovery processes. This study utilized two machine learning algorithms of Artificial Neural Network (ANN) and Support Vector Machine (SVM) to predict dead oil viscosity. A total number of 243 data set was obtained from PVT report from Niger-Delta, out of which, 70% were used to train the models, 15% for testing and 15% for validation. Quantitative and qualitative analysis was carried out to compare the performance and reliability of the new developed machine learning models with some selected empirical correlations. The result revealed that the Artificial Neural Network Outperformed Support Vector Machine (SVM) as well as common dead oil viscosity empirical correlations with the best rank of 0.144, highest correlation coefficient of 0.984, Mean Absolute Error (Ea) of 0.205, with a better performance plot, followed by Support Vector Machine model with correlation coefficient of 0.926, Mean Absolute Error (Ea) of 0.199 and the rank of 0.176. The new developed Artificial Neural Network model can potentially replace the empirical models for dead oil viscosity predictions for Niger Delta region. ",""
"Using Intelligent Methods and Optimization of the Existing Empirical Correlations for Iranian Dead Oil Viscosity","https://scispace.com/paper/using-intelligent-methods-and-optimization-of-the-existing-717vbn7oc8","2017","Journal Article","Journal of Chemical and Petroleum Engineering","Kamyar Movagharnejad
Soraya Ghanbari","10.22059/JCHPE.2017.60500","https://jchpe.ut.ac.ir/article_60500_887150c099a1d9c7fe6071a37eaf6f0b.pdf","Numerous empirical correlations exist for the estimation of crude oil viscosities. Most of these correlations are not based on the experimental and field data from Iranian geological zone. In this study several well-known empirical correlations including Beal, Beggs, Glasso, Labedi, Schmidt, Alikhan and Naseri were optimized and refitted with the Iranian oil field data. The results showed that the Beal and the Labedi methods were not suitable for estimation of the viscosity of the Iranian crudes, while the Beggs, Glasso and Schmidt methods gave reasonable results. The Naseri’s correlation and their present method proved to be the best classical methods investigated in this study. Two new intelligent methods to predict the viscosity of Iranian crudes have also been introduced. The study also showed that the neural network and SVM give much better results comparing to classical correlations. It is claimed that this study may provide more exact results for the prediction of Iranian oil viscosity.","In this paper, several well-known empirical correlations including Beal, Beggs, Glasso, Labedi, Schmidt, Alikhan and Naseri were optimized and refitted with the Iranian oil field data."
"A Hybrid Neuro-Fuzzy Approach for Black Oil Viscosity Prediction","https://scispace.com/paper/a-hybrid-neuro-fuzzy-approach-for-black-oil-viscosity-hzsm5ycbsx","2015","Journal Article","International Journal of Innovation and Applied Studies","Abdelrigeeb A. Al-Gathe
Kh. A. Abd-El Fattah
Ahmed H. El-Banbi
K. A. El-Metwally","","http://www.issr-journals.org/links/papers.php?journal=ijias&application=pdf&article=IJIAS-15-153-04","In absence of PVT laboratory experiments data on representative fluid samples, it is usually difficult to choose the appropriate PVT correlations to calculate oil viscosity. This difficulty will increase when input data to PVT correlations (oil API gravity, initial gas-oil ratio, specific gravity of separator gas and temperature) vary along the flow from one section to the other in the production system. However, the accuracy of these correlations has become inadequate for the best estimations. The achievements of the Artificial Intelligent (AI) techniques alone open the door to use the hybrid system. This research focuses on the use of predictive NFuzzy model that is a result of combination of the learning capabilities of Neural Networks (NN) with the reasoning capabilities of Fuzzy Logic as a hybrid intelligent system. The proposed approach is based on clustering the PVT data into three clusters (heavy, medium and light oil) based on solution gas oil ratio. Around 500 to 2500 data points for each oil viscosity obtained from Middle East and worldwide laboratory measurements. The data were separated into two parts, 70% of data for training and the rest 30% were utilizing for testing. The present model used to estimate dead viscosity, saturated and under-saturated oil viscosity. Based on this result, we conclude that NFuzzy exhibits a robust predictive capability for estimation of oil viscosity by providing a good match with the measured values. The additional data samples were selected to compare and validate this model.","NFuzzy exhibits a robust predictive capability for estimation of oil viscosity by providing a good match with the measured values, which is concluded to be a result of combination of the learning capabilities of Neural Networks with reasoning capabilities of Fuzzy Logic as a hybrid intelligent system."
"Artificial Neural Network Model Prediction of Bitumen/Light Oil Mixture Viscosity under Reservoir Temperature and Pressure Conditions As a Superior Alternative to Empirical Models","https://scispace.com/paper/artificial-neural-network-model-prediction-of-bitumen-light-blrbxf1fdwzj","","","","Ronald Ssebadduka
Nam Nguyen Hai Le
Ronald Nguele
Olalekan Alade
Yuichi Sugai","10.3390/en14248520","","Herein, we show the prediction of the viscosity of a binary mixture of bitumen and light oil using a feedforward neural network with backpropagation model, as compared to empirical models such as the reworked van der Wijk model (RVDM), modified van der Wijk model (MVDM), and Al-Besharah. The accuracy of the ANN was based on all of the samples, while that of the empirical models was analyzed based on experimental results obtained from rheological studies of three binary mixtures of light oil (API 32°) and bitumen (API 7.39°). The classical Mehrotra–Svrcek model to predict the viscosity of bitumen under temperature and pressure, which estimated bitumen results with an %AAD of 3.86, was used along with either the RVDM or the MVDM to estimate the viscosity of the bitumen and light oil under reservoir temperature and pressure conditions. When both the experimental and literature data were used for comparison to an artificial neural network (ANN) model, the MVDM, RVDM and Al-Besharah had higher R2 values.","An artificial neural network model accurately predicts bitumen/light oil mixture viscosity under reservoir conditions, outperforming empirical models such as RVDM, MVDM, and Al-Besharah, with improved accuracy and R2 values."
"Viscosity from Geochemical Techniques: A Case Study for a Heavy Oil Field on the UKCS","https://scispace.com/paper/viscosity-from-geochemical-techniques-a-case-study-for-a-347ucgph","2022","Proceedings Article","","Ian Cutler
Alexandra Cely
Julian Kenneth Spencer Moore
Tao Yang
Nicholas Birch
P. M. Ablard","10.2118/209690-ms","","
 Heavy oil fields are characterised by complex chemistries and exhibit a wide range of physical properties (especially oil viscosity). This paper describes the development of two innovative and cost-effective data acquisition methods: the optimised use of mud gas data and the geochemical characterisation of cuttings extracts, both as an alternative data source for oil viscosity determination. Applications of these methods can lead to the cost reduction of data acquisition programs and potentially improvements in oil recovery.
 The mud gas provides real-time surface logging data. Due to the nature of heavy oil in the case study wells, the mud gas compositions contain mainly C1-C3. By comparing with the reservoir oil samples from the exploration and appraisal wells, we investigated the possibility of using mud gas while drilling to identify if the reservoir oil belongs to the high viscosity or medium viscosity group. For cutting analysis, we thoroughly investigated solvent extracts from cuttings from the exploration and appraisal wells and correlated them with the oil viscosity from the corresponding PVT samples. When such a correlation is established, we can then apply the correlation to predict oil viscosity from the cuttings of new production wells.
 We achieved excellent results for both real-time oil viscosity identification from mud gas data and post well oil viscosity prediction from the extraction of cuttings. The C1/(C2+C3) is the key parameter for oil viscosity identification from the standard mud gas data in the field. For the past wells, the mud gas interpretation has high accuracy for determining if the reservoir oil belongs to the high viscosity or medium viscosity regions. We established a strong correlation between the biomarkers and the oil viscosity from the exploration and appraisal wells. When we applied the correlation to new production wells, the oil viscosity prediction was very close to the viscosity measurement from the wellhead PVT samples.
 The geochemical techniques provide oil viscosity for critical decisions regarding well placement and reservoir management modelling. The new source of reservoir fluid data from mud gas and cuttings provides real-time fluid interpretation while drilling and close to PVT sample quality oil viscosity prediction after drilling. This new approach is cost-efficient and has a large potential to replace the downhole fluid sampling or expensive downhole logging tools for production wells.","In this paper , the authors investigated the possibility of using mud gas data while drilling to identify if the reservoir oil belongs to the high viscosity or medium viscous group. And then, they applied the correlation to new production wells, the oil visco-ity prediction was very close to the viscoity measurement from the wellhead PVT samples."
"New Technology of Optimizing Heavy Oil Reservoir Management by Geochemical Means: A Case Study in Block Leng 43, Liaohe Oilfield, China","https://scispace.com/paper/new-technology-of-optimizing-heavy-oil-reservoir-management-4cyuyz5c2i","2002","Journal Article","Chinese Journal of Geochemistry","Zhao Hong-jing
Zhang Chunming
Mei Bo-wen
Steve Larter
Wu Tiesheng","10.1007/BF02831535","","Geochemical methods can be used to optimize heavy oil reservoir management. The distribution of some biomarkers in oils is different with the degree of biodegradation. Geochemical parameters can be used to predict oil viscosity and thus to preliminarily evaluate the difficulties involved in oil production. The results of viscosity prediction for oils from reservoir S32 in block Leng 43 and preliminary evaluation of oil production difficulty are consistent with the geological data.","In this article, the authors used geochemical parameters to predict oil viscosity and thus to preliminarily evaluate the difficulties involved in oil production, and the results of the prediction for oils from reservoir S32 in block Leng 43 are consistent with the geological data."
"The Seismic Quest for Estimating Heavy Heavy Oil Viscosity","https://scispace.com/paper/the-seismic-quest-for-estimating-heavy-heavy-oil-viscosity-4lysw4r3qv","2011","","","Fereidoon Vasheghani
Larry Lines
Joan Embleton","","","In heavy oil reservoirs, the enhanced oil recovery (EOR) is largely governed by the mobility of fluids. These EOR methods generally attempt to increase mobility by lowering the fluid viscosity. Hence, it is important to have knowledge of viscosity throughout the reservoir. While viscometers and geochemistry can be used to estimate viscosity from borehole samples, we attempt to estimate viscosity between boreholes. Recent research by Vasheghani and Lines (2009) shows the relationship between heavy oil viscosity and seismic Q. The estimation of Q (inverse attenuation) is attempted using a crossborehole tomography method of Quan and Harris (1997). The combination of Q tomograms and rock physics models is subsequently used to produce estimates of viscosity between boreholes. The details of this research are published in the PhD thesis of Vasheghani (under preparation).","In this article, the relationship between heavy oil viscosity and seismic Q was investigated using a cross-borehole tomography method of Quan and Harris (1997), and the combination of Q tomograms and rock physics models was subsequently used to produce estimates of viscoities between boreholes."
"The seismic quest for estimating heavy oil viscosity","https://scispace.com/paper/the-seismic-quest-for-estimating-heavy-oil-viscosity-pi9rxdxckb","2010","","","Laurence R. Lines
Fereidoon Vasheghani","","","In heavy oil reservoirs, the enhanced oil recovery (EOR) is largely governed by the mobility of fluids. These EOR methods generally attempt to increase mobility by lowering the fluid viscosity. Hence, it is important to have knowledge of viscosity throughout the reservoir. While viscometers and geochemistry can be used to estimate viscosity from borehole samples, we attempt to estimate viscosity between boreholes. Recent research by Vasheghani and Lines (2009) shows the relationship between heavy oil viscosity and seismic Q. The estimation of Q (inverse attenuation) is attempted using a crossborehole tomography method of Quan and Harris (1997). The combination of Q tomograms and rock physics models is subsequently used to produce estimates of viscosity between boreholes. The details of this research are to be published in the upcoming PhD thesis of Vasheghani (under preparation).","In this article, the relationship between heavy oil viscosity and seismic Q was investigated using a cross-borehole tomography method of Quan and Harris (1997), and the combination of Q tomograms and rock physics models was subsequently used to produce estimates of viscoities between boreholes."
"Prediction of difficulty for developing heavy oil reservoir with geochemical parameters","https://scispace.com/paper/prediction-of-difficulty-for-developing-heavy-oil-reservoir-3zx398vrej","2004","Journal Article","Acta Petrologica Sinica","Zhao Hong-jing","","","The viscosity of biodegraded oil is highly correlated to biodegradation degree.The distribution of some biomarkers in oil varies with the different biodegradation degrees.Oil viscosity in negatively correlated to saturated hydrocarbon concentration in oil and w(Pr+ Ph)-to- w(C 30 hopane)ratio,and it is also positively correlated to polar compounds' concentration and w(Pr+Ph)-to-w(nC 17 +nC 18 ) ratio.In addition,oil viscosity has close correlation with w(Pr+Ph)-to-w(carotene) ratio.Those geochemical parameters can be used to predict oil viscosity and thus to preliminarily evaluate oil production difficulty.The predicted resuls from six sand bodies of second member of Sha?3 in Leng-43 block of Liaohe Oilfield show that the viscosity of oil increase with well depth and reaches the highest value near oil-water contact.The distribution of production difficulty in this reservoir is similar to the distribution of oil viscosity.","In this article, the predicted resuls from six sand bodies of second member of Sha?3 in Leng-43 block of Liaohe Oilfield show that the viscosity of oil increase with well depth and reaches the highest value near oil-water contact."
"Prediction of Difficulty for Developing Heavy Oil Reservoir with Geochemical Parameters","https://scispace.com/paper/prediction-of-difficulty-for-developing-heavy-oil-reservoir-0g5ueo4apid4","","","","赵红静
张春明
梅博文
张敏
尹太举","10.3321/j.issn:0253-2697.2004.03.012","","The viscosity of biodegraded oil is highly correlated to biodegradation degree.The distribution of some biomarkers in oil varies with the different biodegradation degrees.Oil viscosity in negatively correlated to saturated hydrocarbon concentration in oil and w(Pr+ Ph)-to- w(C 30 hopane)ratio,and it is also positively correlated to polar compounds' concentration and w(Pr+Ph)-to-w(nC 17 +nC 18 ) ratio.In addition,oil viscosity has close correlation with w(Pr+Ph)-to-w(carotene) ratio.Those geochemical parameters can be used to predict oil viscosity and thus to preliminarily evaluate oil production difficulty.The predicted resuls from six sand bodies of second member of Sha?3 in Leng-43 block of Liaohe Oilfield show that the viscosity of oil increase with well depth and reaches the highest value near oil-water contact.The distribution of production difficulty in this reservoir is similar to the distribution of oil viscosity.","Researchers developed a geochemical parameter-based model to predict oil viscosity and production difficulty in heavy oil reservoirs, demonstrating its applicability in evaluating oil production challenges in the Leng-43 block of Liaohe Oilfield."
